marca,modelo,año,kilometraje_km,combustible,potencia_cv,transmision,precio_eur,tipo_venta,etiqueta_ambiental
Seat,Ibiza,2016,78999,Gasolina,75,Manual,8761,Usado,eco
Seat,Ibiza,2018,55253,Diesel,90,Manual,10380,Usado,b
Seat,Ibiza,2025,11759,Gasolina,116,Manual,17900,Usado,eco
Seat,Ibiza,2018,142757,Gasolina,90,Manual,9237,Usado,eco
Seat,Ibiza,2019,99975,Gasolina,95,Manual,8990,Usado,eco
Seat,Ibiza,2021,70956,Gasolina,105,Manual,12817,Usado,eco
Seat,Ibiza,2014,138446,Diesel,105,Manual,6690,Usado,b
Seat,Ibiza,2021,90657,Gasolina,111,Manual,11010,Usado,eco
Seat,Ibiza,2015,111894,Diesel,90,Manual,7237,Usado,b
Seat,Ibiza,2025,19357,Gasolina,116,Manual,15700,Usado,eco
Seat,Ibiza,2025,18453,Gasolina,116,Manual,15900,Usado,eco
Seat,Ibiza,2023,51318,Gasolina,110,Manual,14046,Usado,eco
Seat,Ibiza,2017,66000,Gasolina,95,Manual,10490,Usado,eco
Seat,Ibiza,2023,110761,Gasolina,80,Manual,11790,Usado,eco
Seat,Ibiza,2019,205000,Diesel,94,Manual,9950,Usado,b
Seat,Ibiza,2017,69452,Gasolina,110,Automatico,13390,Usado,eco
Seat,Ibiza,2021,84211,Gasolina,105,Manual,12272,Usado,eco
Seat,Ibiza,2021,106760,Gasolina,111,Manual,11910,Usado,eco
Seat,Ibiza,2024,33686,Gasolina,116,Manual,15490,Usado,eco
Seat,Ibiza,2024,36647,Gasolina,80,Manual,12590,Usado,eco
Seat,Ibiza,2021,62773,Gasolina,110,Manual,12990,Usado,eco
Seat,Ibiza,2022,49940,Gasolina,110,Manual,14900,Usado,eco
Seat,Ibiza,2025,22000,Gasolina,116,Manual,17900,Usado,eco
Seat,Ibiza,2025,17537,Gasolina,116,Manual,17900,Usado,eco
Seat,Ibiza,2019,99975,Gasolina,95,Manual,8990,Usado,eco
Seat,Ibiza,2019,126000,Gasolina,80,Manual,8290,Usado,eco
Seat,Ibiza,2025,30000,Gasolina,116,Manual,16900,Usado,eco
Seat,Ibiza,2025,6000,Gasolina,80,Manual,13200,Usado,eco
Seat,Ibiza,2014,55559,Diesel,105,Manual,9428,Usado,b
Seat,Ibiza,2024,51465,Gasolina,116,Manual,15137,Usado,eco
Seat,Ibiza,2013,119959,Diesel,90,Manual,6890,Usado,c
Seat,Ibiza,2025,6,Gasolina,116,Manual,20500,Usado,eco
Seat,Ibiza,2023,8626,Gasolina,80,Manual,13900,Usado,eco
Seat,Ibiza,2019,57500,Gasolina,95,Manual,11500,Usado,eco
Seat,Ibiza,2025,6700,Gasolina,116,Manual,18490,Usado,eco
Seat,Ibiza,2025,14175,Gasolina,116,Manual,18790,Usado,eco
Seat,Ibiza,2018,66047,Gasolina,75,Manual,10490,Usado,eco
Seat,Ibiza,2018,55253,Diesel,90,Manual,10380,Usado,b
Seat,Ibiza,2023,48543,Gasolina,80,Manual,12537,Usado,eco
Seat,Ibiza,2015,118527,Gasolina,86,Manual,6800,Usado,eco
Seat,Ibiza,2018,142757,Gasolina,90,Manual,9237,Usado,eco
Seat,Ibiza,2010,66450,Diesel,90,Manual,6900,Usado,c
Seat,Ibiza,2022,43000,Gasolina,110,Manual,15900,Usado,eco
Seat,Ibiza,2012,231341,Diesel,90,Manual,5890,Usado,c
Seat,Ibiza,2013,74067,Gasolina,69,Manual,6300,Usado,eco
Seat,Ibiza,2024,36647,Gasolina,80,Manual,12590,Usado,eco
Seat,Ibiza,2024,44470,Gasolina,110,Manual,14990,Usado,eco
Seat,Ibiza,2013,100000,Gasolina,69,Manual,6900,Usado,eco
Seat,Ibiza,2012,196000,Diesel,90,Manual,4990,Usado,c
Seat,Ibiza,2018,99800,Gasolina,80,Manual,8800,Usado,eco
Seat,Ibiza,2014,82400,Gasolina,105,Manual,7500,Usado,eco
Seat,Ibiza,2023,12990,Gasolina,80,Manual,12990,Usado,eco
Seat,Ibiza,2024,19601,Gasolina,80,Manual,12690,Usado,eco
Seat,Ibiza,2019,139348,Gasolina,90,Manual,6590,Usado,eco
Seat,Ibiza,2019,139348,Gasolina,90,Manual,6590,Usado,eco
Seat,Ibiza,2021,81190,Gasolina,80,Manual,10990,Usado,eco
Seat,Ibiza,2020,72236,Gasolina,116,Manual,11173,Usado,eco
Seat,Ibiza,2025,12039,Gasolina,116,Manual,18700,Usado,eco
Seat,Ibiza,2023,22909,Gasolina,80,Manual,13900,Usado,eco
Seat,Ibiza,2013,224000,Diesel,90,Manual,5500,Usado,c
Seat,Ibiza,2015,170000,Diesel,90,Manual,5799,Usado,b
Seat,Ibiza,2023,43768,Gasolina,110,Manual,14173,Usado,eco
Seat,Ibiza,2022,108700,Gasolina,80,Manual,9490,Usado,eco
Seat,Ibiza,2024,4864,Gasolina,116,Manual,15990,Usado,eco
Seat,Ibiza,2023,51093,Gasolina,110,Manual,14046,Usado,eco
Seat,Ibiza,2023,52234,Gasolina,110,Manual,14046,Usado,eco
Seat,Ibiza,2024,55720,Gasolina,116,Manual,13990,Usado,eco
Seat,Ibiza,2024,37167,Gasolina,116,Automatico,16900,Usado,eco
Seat,Ibiza,2012,152056,Diesel,105,Manual,7290,Usado,c
Seat,Ibiza,2024,42985,Gasolina,116,Manual,14990,Usado,eco
Seat,Ibiza,2018,106341,Diesel,80,Manual,10500,Usado,b
Seat,Ibiza,2019,78900,Gasolina,90,Manual,11990,Usado,eco
Seat,Ibiza,2024,59364,Gasolina,116,Manual,14955,Usado,eco
Seat,Ibiza,2023,74481,Gasolina,116,Manual,12200,Usado,eco
Seat,Ibiza,2022,41900,Gasolina,150,Automatico,18900,Usado,eco
Seat,Ibiza,2014,167000,Gasolina,86,Manual,5995,Usado,eco
Seat,Ibiza,2024,61179,Gasolina,116,Manual,14364,Usado,eco
Seat,Ibiza,2020,85208,Gasolina,95,Manual,13319,Usado,eco
Seat,Ibiza,2014,72000,Gasolina,86,Manual,7999,Usado,eco
Seat,Ibiza,2024,16869,Gasolina,116,Manual,18390,Usado,eco
Seat,Ibiza,2017,43293,Gasolina,91,Manual,10490,Usado,eco
Seat,Ibiza,2014,110950,Gasolina,86,Manual,8900,Usado,eco
Seat,Ibiza,2025,15000,Gasolina,116,Manual,16800,Usado,eco
Seat,Ibiza,2018,94000,Gas,90,Manual,11500,Usado,eco
Seat,Ibiza,2003,295000,Diesel,101,Manual,3800,Usado,sin_etiqueta
Seat,Ibiza,2012,132000,Gasolina,179,Automatico,11500,Usado,eco
Seat,Ibiza,2024,38690,Gasolina,116,Manual,14990,Usado,eco
Seat,Ibiza,2024,52906,Gasolina,116,Manual,14955,Usado,eco
Seat,Ibiza,2019,74900,Gasolina,95,Manual,10400,Usado,eco
Seat,Ibiza,2025,13794,Gasolina,80,Manual,13900,Usado,eco
Seat,Ibiza,2025,25866,Gasolina,116,Manual,17900,Usado,eco
Seat,Ibiza,2025,18453,Gasolina,116,Manual,15900,Usado,eco
Seat,Ibiza,2019,140000,Gasolina,75,Manual,8490,Usado,eco
Seat,Ibiza,2021,74500,Gasolina,95,Manual,14900,Usado,eco
Seat,Ibiza,2025,36,Gasolina,116,Manual,19900,Usado,eco
Seat,Ibiza,2014,92010,Gasolina,71,Manual,6990,Usado,eco
Seat,Ibiza,2023,135000,Gasolina,80,Manual,12900,Usado,eco
Seat,Ibiza,2018,191000,Gas,90,Manual,7900,Usado,eco
Seat,Ibiza,2025,10073,Gasolina,80,Manual,14900,Usado,eco
Seat,Ibiza,2023,84912,Gasolina,80,Manual,12490,Usado,eco
Seat,Ibiza,2023,39591,Gasolina,80,Manual,16273,Usado,eco
Seat,Ibiza,2024,42985,Gasolina,116,Manual,14990,Usado,eco
Seat,Ibiza,2022,31000,Gasolina,80,Manual,11790,Usado,eco
Seat,Ibiza,2023,51093,Gasolina,110,Manual,14046,Usado,eco
Seat,Ibiza,2019,65626,Diesel,80,Manual,11999,Usado,b
Seat,Ibiza,2024,54397,Gasolina,116,Manual,14955,Usado,eco
Seat,Ibiza,2019,99341,Gasolina,110,Automatico,12990,Usado,eco
Seat,Ibiza,2023,84912,Gasolina,80,Manual,12490,Usado,eco
Seat,Ibiza,2022,45000,Gasolina,116,Manual,14990,Usado,eco
Seat,Ibiza,2025,10073,Gasolina,80,Manual,14900,Usado,eco
Seat,Ibiza,2022,7786,Gasolina,110,Manual,14569,Usado,eco
Seat,Ibiza,2023,34890,Gasolina,110,Manual,14890,Usado,eco
Seat,Ibiza,2019,141522,Gasolina,116,Manual,12590,Usado,eco
Seat,Ibiza,2019,118748,Diesel,95,Manual,11790,Usado,b
Seat,Ibiza,2018,80148,Diesel,95,Manual,11970,Usado,b
Seat,Ibiza,2023,69959,Gasolina,110,Manual,13790,Usado,eco
Seat,Ibiza,2023,28005,Gasolina,105,Manual,16790,Usado,eco
Seat,Ibiza,2023,40388,Gasolina,110,Manual,14173,Usado,eco
Seat,Ibiza,2020,87500,Gasolina,80,Manual,10890,Usado,eco
Seat,Ibiza,2023,72698,Gasolina,110,Manual,13790,Usado,eco
Seat,Ibiza,2024,42985,Gasolina,116,Manual,14990,Usado,eco
Seat,Ibiza,2019,118748,Diesel,95,Manual,11790,Usado,b
Seat,Ibiza,2018,80148,Diesel,95,Manual,11970,Usado,b
Seat,Ibiza,2020,148000,Diesel,95,Manual,12300,Usado,b
Seat,Ibiza,2023,53589,Gasolina,110,Manual,14046,Usado,eco
Seat,Ibiza,2024,16401,Gasolina,116,Manual,15990,Usado,eco
Seat,Ibiza,2023,56590,Gasolina,110,Manual,14810,Usado,eco
Seat,Ibiza,2024,38960,Gasolina,116,Manual,14990,Usado,eco
Seat,Ibiza,2021,97000,Gasolina,110,Manual,12800,Usado,eco
Seat,Ibiza,2023,60247,Gasolina,80,Manual,11790,Usado,eco
Seat,Ibiza,2023,72698,Gasolina,110,Manual,13790,Usado,eco
Seat,Ibiza,2023,100805,Gasolina,80,Manual,11790,Usado,eco
Seat,Ibiza,2022,63000,Gasolina,116,Manual,12490,Usado,eco
Seat,Ibiza,2024,41046,Gasolina,116,Manual,14490,Usado,eco
Seat,Ibiza,2024,35150,Gasolina,110,Manual,17910,Usado,eco
Seat,Ibiza,2024,33686,Gasolina,116,Manual,15490,Usado,eco
Seat,Ibiza,2020,37447,Diesel,95,Manual,13355,Usado,b
Seat,Ibiza,2024,42710,Gasolina,116,Manual,15990,Usado,eco
Seat,Ibiza,2021,68000,Gasolina,110,Manual,15990,Usado,eco
Seat,Ibiza,2024,37000,Gasolina,116,Manual,16450,Usado,eco
Seat,Ibiza,2022,86749,Gasolina,105,Manual,13790,Usado,eco
Seat,Ibiza,2019,92000,Gasolina,80,Manual,10690,Usado,eco
Seat,Ibiza,2024,37000,Gasolina,116,Manual,16450,Usado,eco
Seat,Ibiza,2021,27766,Gasolina,80,Manual,12490,Usado,eco
Seat,Ibiza,2019,135000,Gas,90,Manual,10900,Usado,eco
Seat,Ibiza,2018,80148,Diesel,95,Manual,11970,Usado,b
Seat,Ibiza,2023,53589,Gasolina,110,Manual,14046,Usado,eco
Seat,Ibiza,2021,62773,Gasolina,110,Manual,12990,Usado,eco
Seat,Ibiza,2017,155486,Gasolina,75,Manual,8590,Usado,eco
Seat,Ibiza,2022,79536,Gasolina,105,Manual,14490,Usado,eco
Seat,Ibiza,2020,34293,Gas,90,Manual,15228,Usado,eco
Seat,Ibiza,2023,52234,Gasolina,110,Manual,14046,Usado,eco
Seat,Ibiza,2021,68551,Gasolina,110,Manual,13773,Usado,eco
Seat,Ibiza,2024,53529,Gasolina,116,Manual,14955,Usado,eco
Seat,Ibiza,2022,40000,Gasolina,80,Manual,12690,Usado,eco
Seat,Ibiza,2024,40317,Gasolina,116,Manual,15980,Usado,eco
Seat,Ibiza,2021,27766,Gasolina,80,Manual,12490,Usado,eco
Seat,Ibiza,2015,145782,Diesel,105,Manual,8590,Usado,b
Seat,Ibiza,2024,47271,Gasolina,116,Automatico,15490,Usado,eco
Seat,Ibiza,2024,38537,Gasolina,110,Manual,16490,Usado,eco
Seat,Ibiza,2019,79719,Gasolina,116,Automatico,13850,Usado,eco
Seat,Ibiza,2025,37177,Gasolina,116,Automatico,19410,Usado,eco
Seat,Ibiza,2023,77600,Gasolina,110,Manual,14890,Usado,eco
Seat,Ibiza,2018,86338,Gasolina,116,Manual,12990,Usado,eco
Seat,Ibiza,2023,77600,Gasolina,110,Manual,14890,Usado,eco
Seat,Ibiza,2023,78612,Gasolina,80,Manual,13290,Usado,eco
Seat,Ibiza,2023,53881,Gasolina,110,Manual,14046,Usado,eco
Seat,Ibiza,2024,48153,Gasolina,116,Manual,14955,Usado,eco
Seat,Ibiza,2024,42710,Gasolina,116,Manual,15990,Usado,eco
Seat,Ibiza,2024,47527,Gasolina,116,Manual,15137,Usado,eco
Seat,Ibiza,2024,38537,Gasolina,110,Manual,16490,Usado,eco
Seat,Ibiza,2022,40000,Gasolina,80,Manual,12690,Usado,eco
Seat,Ibiza,2019,104511,Gasolina,116,Manual,11450,Usado,eco
Seat,Ibiza,2024,45435,Gasolina,116,Manual,14990,Usado,eco
Seat,Ibiza,2018,80500,Gasolina,95,Manual,10490,Usado,eco
Seat,Ibiza,2024,42220,Gasolina,116,Manual,15990,Usado,eco
Seat,Ibiza,2021,69135,Gasolina,116,Manual,13590,Usado,eco
Seat,Ibiza,2024,45003,Gasolina,116,Automatico,15990,Usado,eco
Seat,Ibiza,2025,13000,Gasolina,110,Manual,18900,Usado,eco
Seat,Ibiza,2014,110580,Diesel,90,Manual,8999,Usado,b
Seat,Ibiza,2023,79022,Gasolina,110,Manual,14390,Usado,eco
Seat,Ibiza,2018,94000,Gasolina,95,Manual,10900,Usado,eco
Seat,Ibiza,2019,143665,Gasolina,80,Manual,10000,Usado,eco
Seat,Ibiza,2017,66808,Gasolina,75,Manual,10199,Usado,eco
Seat,Ibiza,2024,45435,Gasolina,116,Manual,14990,Usado,eco
Seat,Ibiza,2023,73900,Gasolina,110,Manual,13990,Usado,eco
Seat,Ibiza,2018,80500,Gasolina,95,Manual,10490,Usado,eco
Seat,Ibiza,2024,43500,Gasolina,116,Manual,14990,Usado,eco
Seat,Ibiza,2023,56590,Gasolina,110,Manual,14810,Usado,eco
Seat,Ibiza,2024,45003,Gasolina,116,Automatico,15990,Usado,eco
Seat,Ibiza,2023,40388,Gasolina,110,Manual,14173,Usado,eco
Seat,Ibiza,2014,110580,Diesel,90,Manual,8999,Usado,b
Seat,Ibiza,2021,69135,Gasolina,116,Manual,13590,Usado,eco
Seat,Ibiza,2023,76712,Gasolina,110,Manual,14990,Usado,eco
Seat,Ibiza,2024,42220,Gasolina,116,Manual,15990,Usado,eco
Seat,Ibiza,2023,129786,Gasolina,80,Manual,11490,Usado,eco
Seat,Ibiza,2021,69197,Gasolina,110,Automatico,13990,Usado,eco
Seat,Ibiza,2025,13000,Gasolina,110,Manual,18900,Usado,eco
Seat,Ibiza,2024,15000,Gasolina,80,Manual,14490,Usado,eco
Seat,Ibiza,2022,99950,Gasolina,90,Manual,12850,Usado,eco
Seat,Ibiza,2025,7281,Gasolina,116,Automatico,21990,Usado,eco
Seat,Ibiza,2019,143665,Gasolina,80,Manual,10000,Usado,eco
Seat,Ibiza,2023,73900,Gasolina,110,Manual,13990,Usado,eco
Seat,Ibiza,2024,51465,Gasolina,116,Manual,15137,Usado,eco
Seat,Ibiza,2022,93233,Gasolina,110,Manual,13390,Usado,eco
Seat,Ibiza,2017,66808,Gasolina,75,Manual,10199,Usado,eco
Seat,Ibiza,2024,43500,Gasolina,116,Manual,14990,Usado,eco
Seat,Ibiza,2023,129786,Gasolina,80,Manual,11490,Usado,eco
Seat,Ibiza,2019,78736,Gasolina,80,Manual,10190,Usado,eco
Seat,Ibiza,2023,93725,Gasolina,80,Manual,11990,Usado,eco
Seat,Ibiza,2021,108957,Gasolina,116,Manual,12590,Usado,eco
Seat,Ibiza,2021,108957,Gasolina,116,Manual,12590,Usado,eco
Seat,Ibiza,2023,60247,Gasolina,80,Manual,11790,Usado,eco
Seat,Ibiza,2018,69900,Gasolina,116,Manual,13990,Usado,eco
Seat,Ibiza,2022,34165,Gasolina,116,Manual,15990,Usado,eco
Seat,Ibiza,2025,37177,Gasolina,116,Automatico,19410,Usado,eco
Seat,Ibiza,2024,34953,Gasolina,116,Manual,17500,Usado,eco
Seat,Ibiza,2020,59000,Gasolina,116,Manual,12999,Usado,eco
Seat,Ibiza,2024,50144,Gasolina,116,Manual,14455,Usado,eco
Seat,Ibiza,2024,24000,Gasolina,95,Manual,14690,Usado,eco
Seat,Ibiza,2014,110580,Diesel,90,Manual,8999,Usado,b
Seat,Ibiza,2023,129786,Gasolina,80,Manual,11490,Usado,eco
Seat,Ibiza,2023,35489,Gasolina,110,Manual,13990,Usado,eco
Seat,Ibiza,2024,45736,Gasolina,116,Manual,15690,Usado,eco
Seat,Ibiza,2024,47271,Gasolina,116,Automatico,15490,Usado,eco
Seat,Ibiza,2016,155800,Diesel,75,Manual,8490,Usado,b
Seat,Ibiza,2018,111086,Gasolina,95,Manual,9990,Usado,eco
Seat,Ibiza,2024,45368,Gasolina,116,Manual,15990,Usado,eco
Seat,Ibiza,2024,49643,Gasolina,116,Manual,15990,Usado,eco
Seat,Ibiza,2024,24000,Gasolina,95,Manual,14690,Usado,eco
Seat,Ibiza,2020,59000,Gasolina,116,Manual,12999,Usado,eco
Seat,Ibiza,2024,47252,Gasolina,116,Manual,15990,Usado,eco
Seat,Ibiza,2021,62773,Gasolina,110,Manual,12990,Usado,eco
Seat,Ibiza,2024,49643,Gasolina,116,Manual,15990,Usado,eco
Seat,Ibiza,2024,38794,Gasolina,116,Manual,14490,Usado,eco
Seat,Ibiza,2024,50144,Gasolina,116,Manual,14455,Usado,eco
Seat,Ibiza,2024,55515,Gasolina,116,Manual,14955,Usado,eco
Seat,Ibiza,2025,8737,Gasolina,80,Manual,15290,Usado,eco
Seat,Ibiza,2024,36132,Gasolina,116,Manual,16490,Usado,eco
Seat,Ibiza,2024,19601,Gasolina,80,Manual,12690,Usado,eco
Seat,Ibiza,2024,47252,Gasolina,116,Manual,15990,Usado,eco
Seat,Ibiza,2020,59000,Gasolina,116,Manual,12999,Usado,eco
Seat,Ibiza,2024,24000,Gasolina,95,Manual,14690,Usado,eco
Seat,Ibiza,2024,49643,Gasolina,116,Manual,15990,Usado,eco
Seat,Ibiza,2018,111086,Gasolina,95,Manual,9990,Usado,eco
Seat,Ibiza,2024,45368,Gasolina,116,Manual,15990,Usado,eco
Seat,Ibiza,2024,47271,Gasolina,116,Automatico,15490,Usado,eco
Seat,Ibiza,2024,45736,Gasolina,116,Manual,15690,Usado,eco
Seat,Ibiza,2024,55515,Gasolina,116,Manual,14955,Usado,eco
Seat,Ibiza,2022,14000,Gasolina,110,Manual,16990,Usado,eco
Seat,Ibiza,2024,50144,Gasolina,116,Manual,14455,Usado,eco
Seat,Ibiza,2022,31000,Gasolina,80,Manual,11790,Usado,eco
Seat,Ibiza,2025,8737,Gasolina,80,Manual,15290,Usado,eco
Seat,Ibiza,2024,19601,Gasolina,80,Manual,12690,Usado,eco
Seat,Ibiza,2018,103085,Gasolina,116,Manual,12490,Usado,eco
Seat,Ibiza,2024,38227,Gasolina,80,Manual,15490,Usado,eco
Seat,Ibiza,2023,72642,Gasolina,110,Manual,13990,Usado,eco
Seat,Ibiza,2023,108411,Gasolina,80,Manual,12990,Usado,eco
Seat,Ibiza,2024,54935,Gasolina,116,Manual,14955,Usado,eco
Seat,Ibiza,2023,63507,Gasolina,110,Manual,15023,Usado,eco
Seat,Ibiza,2022,99150,Gasolina,110,Manual,14900,Usado,eco
Seat,Ibiza,2024,40317,Gasolina,116,Manual,15990,Usado,eco
Seat,Ibiza,2016,155800,Diesel,75,Manual,8490,Usado,b
Seat,Ibiza,2023,32533,Gasolina,80,Manual,13490,Usado,eco
Seat,Ibiza,2023,77999,Gasolina,80,Manual,13990,Usado,eco
Seat,Ibiza,2017,179000,Diesel,90,Manual,8999,Usado,b
Seat,Ibiza,2017,147629,Gasolina,95,Manual,9399,Usado,eco
Seat,Ibiza,2024,54935,Gasolina,116,Manual,14955,Usado,eco
Seat,Ibiza,2021,120000,Gas,90,Manual,11490,Usado,eco
Seat,Ibiza,2023,72642,Gasolina,110,Manual,13990,Usado,eco
Seat,Ibiza,2023,108411,Gasolina,80,Manual,12990,Usado,eco
Seat,Ibiza,2016,99685,Gasolina,95,Manual,8288,Usado,eco
Seat,Ibiza,2017,123041,Gasolina,90,Manual,8990,Usado,eco
Seat,Ibiza,2023,63507,Gasolina,110,Manual,15023,Usado,eco
Seat,Ibiza,2023,70379,Gasolina,80,Manual,13390,Usado,eco
Seat,Ibiza,2024,38227,Gasolina,80,Manual,15490,Usado,eco
Seat,Ibiza,2024,37515,Gasolina,80,Manual,14290,Usado,eco
Seat,Ibiza,2023,70379,Gasolina,80,Manual,13390,Usado,eco
Seat,Ibiza,2018,86338,Gasolina,116,Manual,12990,Usado,eco
Seat,Ibiza,2019,71539,Gasolina,95,Manual,11355,Usado,eco
Seat,Ibiza,2018,172000,Gasolina,95,Manual,8790,Usado,eco
Seat,Ibiza,2024,24000,Gasolina,95,Manual,14690,Usado,eco
Seat,Ibiza,2023,70500,Gasolina,116,Manual,14490,Usado,eco
Seat,Ibiza,2024,47252,Gasolina,116,Manual,15990,Usado,eco
Seat,Ibiza,2024,38794,Gasolina,116,Manual,14490,Usado,eco
Seat,Ibiza,2021,62773,Gasolina,110,Manual,12990,Usado,eco
Seat,Ibiza,2024,42220,Gasolina,116,Manual,15990,Usado,eco
Seat,Ibiza,2018,120000,Diesel,95,Manual,9790,Usado,b
Seat,Ibiza,2021,62773,Gasolina,110,Manual,12990,Usado,eco
Seat,Ibiza,2018,99150,Gasolina,116,Automatico,12900,Usado,eco
Seat,Ibiza,2024,41635,Gasolina,116,Manual,15690,Usado,eco
Seat,Ibiza,2023,110761,Gasolina,80,Manual,11790,Usado,eco
Seat,Ibiza,2018,103085,Gasolina,116,Manual,12490,Usado,eco
Seat,Ibiza,2023,129786,Gasolina,80,Manual,11490,Usado,eco
Seat,Ibiza,2018,111086,Gasolina,95,Manual,9990,Usado,eco
Seat,Ibiza,2016,155800,Diesel,75,Manual,8490,Usado,b
Seat,Ibiza,2024,42710,Gasolina,116,Manual,15990,Usado,eco
Seat,Ibiza,2024,23709,Gasolina,116,Manual,15290,Usado,eco
Seat,Ibiza,2026,50,Gasolina,116,Manual,20900,Usado,eco
Seat,Ibiza,2024,43296,Gasolina,116,Manual,15990,Usado,eco
Seat,Ibiza,2024,43296,Gasolina,116,Manual,15990,Usado,eco
Seat,Ibiza,2022,79536,Gasolina,105,Manual,14490,Usado,eco
Seat,Ibiza,2024,53323,Gasolina,116,Manual,14990,Usado,eco
Seat,Ibiza,2023,110657,Gasolina,116,Manual,11990,Usado,eco
Seat,Ibiza,2017,130000,Diesel,90,Manual,9490,Usado,b
Seat,Ibiza,2017,130000,Diesel,90,Manual,9490,Usado,b
Seat,Ibiza,2024,38690,Gasolina,116,Manual,14990,Usado,eco
Seat,Ibiza,2025,41971,Gasolina,116,Automatico,19200,Usado,eco
Seat,Ibiza,2021,88664,Gasolina,110,Automatico,15850,Usado,eco
Seat,Ibiza,2022,71900,Gasolina,150,Automatico,16490,Usado,eco
Seat,Ibiza,2023,9999,Gasolina,110,Manual,16999,Usado,eco
Seat,Ibiza,2024,39192,Gasolina,116,Automatico,20990,Usado,eco
Seat,Ibiza,2025,45620,Gasolina,90,Manual,14400,Usado,eco
Seat,Ibiza,2019,119000,Diesel,95,Manual,11800,Usado,b
Seat,Ibiza,2025,5518,Gasolina,116,Manual,21900,Usado,eco
Seat,Ibiza,2025,35607,Gasolina,90,Manual,15300,Usado,eco
Seat,Ibiza,2022,90519,Gasolina,80,Manual,10490,Usado,eco
Seat,Ibiza,2022,119233,Gasolina,116,Manual,12490,Usado,eco
Seat,Ibiza,2023,60506,Gasolina,116,Manual,13990,Usado,eco
Seat,Ibiza,2023,51738,Gasolina,110,Manual,14046,Usado,eco
Seat,Ibiza,2019,97923,Gasolina,95,Manual,11890,Usado,eco
Seat,Ibiza,2023,84492,Gasolina,150,Automatico,17490,Usado,eco
Seat,Ibiza,2015,115700,Gasolina,105,Manual,9250,Usado,eco
Seat,Ibiza,2016,134000,Diesel,105,Manual,9900,Usado,b
Seat,Ibiza,2022,73000,Gasolina,105,Automatico,18990,Usado,eco
Seat,Ibiza,2019,125064,Gasolina,110,Automatico,12690,Usado,eco
Seat,Ibiza,2019,108890,Gasolina,110,Automatico,12690,Usado,eco
Seat,Ibiza,2023,79022,Gasolina,110,Manual,14390,Usado,eco
Seat,Ibiza,2021,68551,Gasolina,110,Manual,13773,Usado,eco
Seat,Ibiza,2021,58903,Gasolina,110,Manual,12990,Usado,eco
Seat,Ibiza,2021,110200,Gasolina,110,Manual,12900,Usado,eco
Seat,Ibiza,2021,110500,Gasolina,110,Manual,12900,Usado,eco
Seat,Ibiza,2015,112721,Diesel,90,Manual,7890,Usado,b
Seat,Ibiza,2015,145782,Diesel,105,Manual,8590,Usado,b
Seat,Ibiza,2017,100630,Gasolina,75,Manual,7490,Usado,eco
Seat,Ibiza,2019,97350,Diesel,90,Manual,11900,Usado,b
Seat,Ibiza,2022,7786,Gasolina,110,Manual,14569,Usado,eco
Seat,Ibiza,2021,62773,Gasolina,110,Manual,12990,Usado,eco
Seat,Ibiza,2016,70500,Gasolina,90,Manual,9490,Usado,eco
Seat,Ibiza,2018,125516,Diesel,95,Manual,11355,Usado,b
Seat,Ibiza,2025,40624,Gasolina,90,Manual,15000,Usado,eco
Seat,Ibiza,2015,145782,Diesel,105,Manual,8590,Usado,b
Seat,Ibiza,2019,84656,Diesel,80,Manual,11192,Usado,b
Seat,Ibiza,2015,129108,Diesel,90,Manual,8050,Usado,b
Seat,Ibiza,2024,9105,Gasolina,151,Automatico,19999,Usado,eco
Seat,Ibiza,2014,168000,Diesel,105,Manual,7995,Usado,b
Seat,Ibiza,2015,160415,Diesel,91,Manual,8290,Usado,b
Seat,Ibiza,2019,97350,Diesel,90,Manual,11900,Usado,b
Seat,Ibiza,2015,112721,Diesel,90,Manual,7890,Usado,b
Seat,Ibiza,2021,62773,Gasolina,110,Manual,12990,Usado,eco
Seat,Ibiza,2015,160415,Diesel,91,Manual,8290,Usado,b
Seat,Ibiza,2016,156868,Gasolina,90,Manual,7470,Usado,eco
Seat,Ibiza,2024,4680,Gasolina,90,Manual,12990,Usado,eco
Seat,Ibiza,2024,4680,Gasolina,90,Manual,12990,Usado,eco
Seat,Ibiza,2017,80000,Diesel,90,Manual,10390,Usado,b
Seat,Ibiza,2024,4680,Gasolina,90,Manual,12990,Usado,eco
Seat,Ibiza,2024,32168,Gasolina,150,Automatico,18728,Usado,eco
Seat,Ibiza,2021,148000,Gasolina,110,Manual,11900,Usado,eco
Seat,Ibiza,2025,35976,Gasolina,90,Manual,15300,Usado,eco
Seat,Ibiza,2017,69452,Gasolina,110,Automatico,13390,Usado,eco
Seat,Ibiza,2017,155486,Gasolina,75,Manual,8590,Usado,eco
Seat,Ibiza,2021,29435,Gas,90,Manual,8850,Usado,eco
Seat,Ibiza,2021,116642,Gasolina,80,Manual,10490,Usado,eco
Seat,Ibiza,2021,29000,Gas,90,Manual,8850,Usado,eco
Seat,Ibiza,2023,70000,Gasolina,95,Manual,12000,Usado,eco
Seat,Ibiza,2018,111253,Diesel,116,Manual,13990,Usado,b
Seat,Ibiza,2022,35000,Gasolina,80,Manual,13900,Usado,eco
Seat,Ibiza,2019,75638,Diesel,95,Manual,11990,Usado,b
Seat,Ibiza,2019,81700,Gasolina,80,Manual,9537,Usado,eco
