marca,modelo,año,kilometraje_km,potencia_cv,combustible,transmision,etiqueta_ambiental,tipo_venta,precio_eur,provincia,url,antiguedad,km_por_año,fecha_scraping
Cupra,León 2.0 TSI 300 CV DSG,2022,47900,300,Gasolina,Automática,C,Usado,33900.0,Valencia,https://www.coches.net/cupra-leon-20-tsi-221kw-300-cv-dsg-5p-gasolina-2022-en-valencia-70077563-covo.aspx,4,11975,2026-05-08
Hyundai,Tucson 1.6 TGDI HEV Tecno Sky Auto,2021,49900,230,Híbrido,Manual,ECO,Usado,28490.0,Valencia,https://www.coches.net/hyundai-tucson-16-tgdi-169kw-hev-tecno-sky-auto-5p-electrico-hibrido-2021-en-valencia-70077572-covo.aspx,5,9980,2026-05-08
Kia,Niro 1.6 GDi HEV Concept,2022,44900,141,Híbrido,Manual,ECO,Usado,19490.0,Valencia,https://www.coches.net/kia-niro-16-gdi-hev-104kw-141cv-concept-5p-electrico-hibrido-2022-en-valencia-70077676-covo.aspx,4,11225,2026-05-08
Kia,Sportage 1.6 TGDi HEV Tech 4x2,2022,29900,230,Híbrido,Manual,ECO,Usado,28900.0,Valencia,https://www.coches.net/kia-sportage-16-tgdi-hev-171kw-230cv-tech-4x2-5p-electrico-hibrido-2022-en-valencia-70077697-covo.aspx,4,7475,2026-05-08
Mazda,CX-30 eSKYACTIVX 2.0 AT Zenith,2022,44900,186,Híbrido,Automática,ECO,Usado,25900.0,Valencia,https://www.coches.net/mazda-cx-30-eskyactivx-20-137kw-at-zenith-5p-electrico-hibrido-2021-en-valencia-70077797-covo.aspx,4,11225,2026-05-08
Bmw,X1 sDrive20d,2025,6900,163,Híbrido,Manual,ECO,Usado,45900.0,Albacete,https://www.coches.net/bmw-x1-sdrive20d-5p-electrico-hibrido-2026-en-albacete-70081803-covo.aspx,1,6900,2026-05-08
Toyota,Land Cruiser 2.8 D4D GX,2024,35000,204,Diésel,Manual,C,Usado,51999.0,Huesca,https://www.coches.net/toyota-land-cruiser-28-d4d-gx-5p-diesel-2022-en-huesca-70100704-covo.aspx,2,17500,2026-05-08
Bmw,Serie 2 216dA DCT Gran Coupe,2021,84504,116,Diésel,Automática,C,Usado,24500.0,Ciudad Real,https://www.coches.net/bmw-serie-2-216da-dct-gran-coupe-4p-diesel-2021-en-ciudad-real-70101641-covo.aspx,5,16901,2026-05-08
Porsche,718 Cayman GT4,2020,19636,420,Gasolina,Manual,C,Usado,118900.0,Murcia,https://www.coches.net/porsche-718-cayman-gt4-3p-gasolina-2020-en-murcia-70104948-covo.aspx,6,3273,2026-05-08
Kia,Sportage 1.6 TGDi HEV Tech 4x2,2025,4900,215,Híbrido,Manual,ECO,Usado,32490.0,Valencia,https://www.coches.net/kia-sportage-16-tgdi-hev-158kw-215cv-tech-4x2-5p-electrico-hibrido-2025-en-valencia-70105433-covo.aspx,1,4900,2026-05-08
Audi,A4 Avant Advanced 35 TDI S tronic,2021,119000,163,Híbrido,Automática,ECO,Usado,22500.0,Cádiz,https://www.coches.net/audi-a4-avant-advanced-35-tdi-120kw-s-tronic-5p-electrico-hibrido-2022-en-cadiz-70106199-covo.aspx,5,23800,2026-05-08
Bmw,X6 M Competition,2020,82000,625,Gasolina,Manual,C,Usado,94990.0,Málaga,https://www.coches.net/bmw-x6-m-competition-5p-gasolina-2021-en-malaga-70108958-covo.aspx,6,13667,2026-05-08
Ford,Tourneo Connect 2.0 Ecoblue Titanium,2023,29000,122,Diésel,Manual,C,Usado,26990.0,Málaga,https://www.coches.net/ford-tourneo-connect-20-ecoblue-90kw-titanium-5p-diesel-2023-en-malaga-70109344-covo.aspx,3,9667,2026-05-08
Bmw,X1 xDrive25e,2020,66000,220,Híbrido Enchufable,Manual,0_EMISIONES,Usado,21990.0,Las Palmas,https://www.coches.net/bmw-x1-xdrive25e-5p-electrico-hibrido-2020-en-las-palmas-70109639-covo.aspx,6,11000,2026-05-08
Volvo,XC40 1.5 T5 Recharge PHEV Plus Dark Auto,2022,95000,262,Híbrido Enchufable,Manual,0_EMISIONES,Usado,25990.0,Sta. C. Tenerife,https://www.coches.net/volvo-xc40-15-t5-recharge-phev-plus-dark-auto-5p-electrico-hibrido-2023-en-sta-c-tenerife-70109736-covo.aspx,4,23750,2026-05-08
Fiat,500 Dolcevita 1.0 Hybrid 70 CV,2023,72000,70,Híbrido,Manual,ECO,Usado,9990.0,Sta. C. Tenerife,https://www.coches.net/fiat-500-dolcevita-10-hybrid-51kw-70-cv-3p-electrico-hibrido-2022-en-sta-c-tenerife-70110388-covo.aspx,3,24000,2026-05-08
Ssangyong,Musso Sports D22DTR 4x4 Pro,2024,48000,202,Diésel,Manual,C,Usado,26990.0,Sta. C. Tenerife,https://www.coches.net/ssangyong-musso-sports-d22dtr-4x4-pro-4p-diesel-2023-en-sta-c-tenerife-70110391-covo.aspx,2,24000,2026-05-08
Audi,A1 25 TFSI Sportback,2022,70000,95,Gasolina,Manual,C,Usado,17990.0,Sta. C. Tenerife,https://www.coches.net/audi-a1-25-tfsi-70kw-95cv-sportback-5p-gasolina-2019-en-sta-c-tenerife-70110402-covo.aspx,4,17500,2026-05-08
Mercedes-Benz,Clase CLA CLA 180 OrangeArt Edition Shooting Brake,2015,143500,122,Gasolina,Manual,C,Usado,19999.0,Alicante,https://www.coches.net/mercedes-benz-clase-cla-cla-180-orangeart-edition-shooting-brake-5p-gasolina-2016-en-alicante-70110815-covo.aspx,11,13045,2026-05-08
Bmw,Serie 6 635d,2009,231430,286,Diésel,Manual,B,Usado,18500.0,A Coruña,https://www.coches.net/bmw-serie-6-635d-2p-diesel-2009-en-a-coruna-70111442-covo.aspx,17,13614,2026-05-08
Mercedes-Benz,Clase B B 180 d,2021,194682,116,Diésel,Manual,C,Usado,17650.0,Alicante,https://www.coches.net/mercedes-benz-clase-b-b-180-d-5p-diesel-2022-en-alicante-70112790-covo.aspx,5,38936,2026-05-08
Mercedes-Benz,Clase B B 200 d,2021,131536,150,Diésel,Manual,C,Usado,21990.0,Bizkaia,https://www.coches.net/mercedes-benz-clase-b-b-200-d-5p-diesel-2022-en-vizcaya-70113190-covo.aspx,5,26307,2026-05-08
Porsche,911 Carrera 4S,2019,69000,450,Gasolina,Manual,C,Usado,133900.0,Pontevedra,https://www.coches.net/porsche-911-carrera-4s-2p-gasolina-2020-en-pontevedra-70115121-covo.aspx,7,9857,2026-05-08
Peugeot,2008 Allure Pack Puretech 130 SS EAT8,2008,19960,130,Gasolina,Manual,C,Usado,17990.0,Valencia,https://www.coches.net/peugeot-2008-allure-pack-puretech-130-ss-eat8-5p-gasolina-2023-en-valencia-70115156-covo.aspx,18,1109,2026-05-08
Mazda,CX-5 eSky G MHEV 2.5 AT AWD Newground,2023,58300,194,Híbrido,Automática,ECO,Usado,30400.0,Asturias,https://www.coches.net/mazda-cx-5-esky-g-mhev-25-141kw-at-awd-newground-5p-electrico-hibrido-2023-en-asturias-70115471-covo.aspx,3,19433,2026-05-08
Seat,Arona 1.0 TSI DSG FR XL,2023,25969,110,Gasolina,Automática,C,Usado,19590.0,Valencia,https://www.coches.net/seat-arona-10-tsi-81kw-110cv-dsg-fr-xl-5p-gasolina-2023-en-valencia-70115738-covo.aspx,3,8656,2026-05-08
Peugeot,308 Active 1.6 BlueHDi 120,2015,207000,120,Diésel,Manual,C,Usado,7470.0,Madrid,https://www.coches.net/peugeot-308-5p-active-16-bluehdi-120-5p-diesel-2015-en-madrid-70116611-covo.aspx,11,18818,2026-05-08
Citroen,C4 Picasso BlueHDi Feel,2017,199000,120,Diésel,Manual,C,Usado,8750.0,Madrid,https://www.coches.net/citroen-c4-picasso-bluehdi-88kw-120cv-feel-5p-diesel-2016-en-madrid-70116885-covo.aspx,9,22111,2026-05-08
Mercedes-Benz,CLE CLE 220 d Cabrio,2024,28865,197,Híbrido,Manual,ECO,Usado,64900.0,Murcia,https://www.coches.net/mercedes-benz-cle-cle-220-d-cabrio-2p-electrico-hibrido-2025-en-murcia-70122849-covo.aspx,2,14432,2026-05-08
Porsche,Macan Macan,2019,107000,245,Gasolina,Manual,C,Usado,46900.0,Pontevedra,https://www.coches.net/porsche-macan-macan-5p-gasolina-2020-en-pontevedra-70124314-covo.aspx,7,15286,2026-05-08
Audi,A3 allstreet Genuine 40 TFSI e S tron,2026,100,204,Híbrido Enchufable,Manual,0_EMISIONES,Usado,43500.0,Gipuzkoa,https://www.coches.net/audi-a3-allstreet-genuine-40-tfsi-e-150kw-s-tron-5p-electrico-hibrido-2025-en-guipuzcoa-70124423-covo.aspx,0,100,2026-05-08
Audi,Q2 Advanced 30 TDI,2023,29325,116,Diésel,Manual,C,Usado,22490.0,Castellón,https://www.coches.net/audi-q2-advanced-30-tdi-85kw-116cv-5p-diesel-2024-en-castellon-70125713-covo.aspx,3,9775,2026-05-08
Citroen,C3 PureTech Feel,2022,88000,83,Gasolina,Manual,C,Usado,9990.0,Las Palmas,https://www.coches.net/citroen-c3-puretech-60kw-83cv-feel-5p-gasolina-2022-en-las-palmas-70126833-covo.aspx,4,22000,2026-05-08
Kia,Stonic 1.0 TGDi Concept,2022,72000,100,Gasolina,Manual,C,Usado,13990.0,Las Palmas,https://www.coches.net/kia-stonic-10-tgdi-74kw-100cv-concept-5p-gasolina-2020-en-las-palmas-70127019-covo.aspx,4,18000,2026-05-08
Volkswagen,T-Roc Cabrio Style 1.0 TSI,2022,74000,110,Gasolina,Manual,C,Usado,17990.0,Las Palmas,https://www.coches.net/volkswagen-t-roc-cabrio-style-10-tsi-81kw-110cv-2p-gasolina-2023-en-las-palmas-70127036-covo.aspx,4,18500,2026-05-08
Fiat,Panda Panda Hybrid 1.0,2023,70000,70,Híbrido,Manual,ECO,Usado,9990.0,Sta. C. Tenerife,https://www.coches.net/fiat-panda-panda-hybrid-10-51kw-70cv-5p-electrico-hibrido-2023-en-sta-c-tenerife-70128294-covo.aspx,3,23333,2026-05-08
Citroen,C-Elysée VTi Feel,2017,145000,115,Gasolina,Manual,C,Usado,6490.0,Sta. C. Tenerife,https://www.coches.net/citroen-c-elysee-vti-85kw-115cv-feel-4p-gasolina-2017-en-sta-c-tenerife-70128296-covo.aspx,9,16111,2026-05-08
Bmw,X3 xDrive20d xLine,2024,121000,190,Híbrido,Manual,ECO,Usado,39500.0,Albacete,https://www.coches.net/bmw-x3-xdrive20d-xline-5p-electrico-hibrido-2024-en-albacete-70128790-covo.aspx,2,60500,2026-05-08
Bmw,X2 sDrive20d,2025,16723,163,Híbrido,Manual,ECO,Usado,43400.0,Albacete,https://www.coches.net/bmw-x2-sdrive20d-5p-electrico-hibrido-2025-en-albacete-70128791-covo.aspx,1,16723,2026-05-08
Bmw,X3 20d xDrive,2025,21124,197,Híbrido,Manual,ECO,Usado,57500.0,Albacete,https://www.coches.net/bmw-x3-20d-xdrive-5p-electrico-hibrido-2024-en-albacete-70128797-covo.aspx,1,21124,2026-05-08
Bmw,X3 20d xDrive,2025,21124,197,Híbrido,Manual,ECO,Usado,57500.0,Ciudad Real,https://www.coches.net/bmw-x3-20d-xdrive-5p-electrico-hibrido-2024-en-ciudad-real-70128971-covo.aspx,1,21124,2026-05-08
Mercedes-Benz,Clase CLA CLA 250 Aut. OrangeArt Edition,2015,214500,211,Gasolina,Manual,C,Usado,19999.0,Alicante,https://www.coches.net/mercedes-benz-clase-cla-cla-250-aut-orangeart-edition-4p-gasolina-2015-en-alicante-70129084-covo.aspx,11,19500,2026-05-08
Hyundai,i30 1.0 TGDI 48V Klass,2021,91701,120,Híbrido,Manual,ECO,Usado,13490.0,Castellón,https://www.coches.net/hyundai-i30-10-tgdi-48v-klass-5p-electrico-hibrido-2020-en-castellon-70129227-covo.aspx,5,18340,2026-05-08
Porsche,Cayenne Coupé EHybrid,2021,104500,462,Híbrido Enchufable,Manual,0_EMISIONES,Usado,69999.0,Alicante,https://www.coches.net/porsche-cayenne-coupe-ehybrid-5p-electrico-hibrido-2022-en-alicante-70129959-covo.aspx,5,20900,2026-05-08
Kia,Stonic 1.0 TGDi Concept,2022,72000,100,Gasolina,Manual,C,Usado,13990.0,Sta. C. Tenerife,https://www.coches.net/kia-stonic-10-tgdi-74kw-100cv-concept-5p-gasolina-2020-en-sta-c-tenerife-70132186-covo.aspx,4,18000,2026-05-08
Fiat,Panda Panda Hybrid 1.0,2023,70000,70,Híbrido,Manual,ECO,Usado,9990.0,Las Palmas,https://www.coches.net/fiat-panda-panda-hybrid-10-51kw-70cv-5p-electrico-hibrido-2023-en-las-palmas-70132673-covo.aspx,3,23333,2026-05-08
Nissan,LEAF 40kWh Tekna,2019,90000,150,Eléctrico,Automática,Sin etiqueta,Usado,13900.0,Barcelona,https://www.coches.net/nissan-leaf-40kwh-tekna-5p-electrico-hibrido-2019-en-barcelona-70132704-covo.aspx,7,12857,2026-05-08
Audi,A6 2.0 TDI multitronic,2011,259000,177,Diésel,Manual,B,Usado,10970.0,Madrid,https://www.coches.net/audi-a6-20-tdi-177cv-multitronic-4p-diesel-2012-en-madrid-70134567-covo.aspx,15,17267,2026-05-08
Seat,Ibiza 1.2 TSI Reference,2013,164000,85,Gasolina,Manual,C,Usado,7970.0,Madrid,https://www.coches.net/seat-ibiza-12-tsi-85cv-reference-5p-gasolina-2014-en-madrid-70134795-covo.aspx,13,12615,2026-05-08
Seat,Ibiza 1.0 EcoTSI Style,2018,126152,95,Gasolina,Manual,C,Usado,10490.0,Sta. C. Tenerife,https://www.coches.net/seat-ibiza-10-ecotsi-70kw-95cv-style-5p-gasolina-2018-en-sta-c-tenerife-70135949-covo.aspx,8,15769,2026-05-08
Fiat,500 Dolcevita 1.0 Hybrid 70 CV,2023,73500,70,Híbrido,Manual,ECO,Usado,9990.0,Sta. C. Tenerife,https://www.coches.net/fiat-500-dolcevita-10-hybrid-51kw-70-cv-3p-electrico-hibrido-2023-en-sta-c-tenerife-70154377-covo.aspx,3,24500,2026-05-08
Citroen,C-Elysée VTi Feel,2017,145000,115,Gasolina,Manual,C,Usado,6490.0,Las Palmas,https://www.coches.net/citroen-c-elysee-vti-85kw-115cv-feel-4p-gasolina-2017-en-las-palmas-70154559-covo.aspx,9,16111,2026-05-08
Fiat,500 Dolcevita 1.0 Hybrid 70 CV,2023,73500,70,Híbrido,Manual,ECO,Usado,9990.0,Las Palmas,https://www.coches.net/fiat-500-dolcevita-10-hybrid-51kw-70-cv-3p-electrico-hibrido-2023-en-las-palmas-70154584-covo.aspx,3,24500,2026-05-08
Mini,MINI One 75 CV,2014,113000,75,Gasolina,Manual,C,Usado,8990.0,Alicante,https://www.coches.net/mini-mini-one-75-cv-3p-gasolina-2013-en-alicante-70154807-covo.aspx,12,9417,2026-05-08
Mini,COUNTRYMAN JOHN COOPER WORKS COUNTRYMAN ALL4,2012,121000,218,Gasolina,Manual,C,Usado,15890.0,Alicante,https://www.coches.net/mini-countryman-john-cooper-works-countryman-all4-5p-gasolina-2015-en-alicante-70154808-covo.aspx,14,8643,2026-05-08
Renault,Kangoo Combi Intens Edition One 1.5 Blue dCi 70kW95,2021,57000,95,Diésel,Manual,C,Usado,19500.0,Sta. C. Tenerife,https://www.coches.net/renault-kangoo-combi-intens-edition-one-15-blue-dci-70kw95-5p-diesel-2021-en-sta-c-tenerife-70156232-covo.aspx,5,11400,2026-05-08
Kia,e-Niro eNiro Emotion Long Range,2021,42293,204,Eléctrico,Automática,Sin etiqueta,Usado,22850.0,Alicante,https://www.coches.net/kia-e-niro-eniro-150kw-emotion-long-range-5p-electrico-hibrido-2022-en-alicante-70157745-covo.aspx,5,8459,2026-05-08
Porsche,Cayenne S,2018,154754,440,Gasolina,Manual,C,Usado,48900.0,Alicante,https://www.coches.net/porsche-cayenne-s-5p-gasolina-2019-en-alicante-70157746-covo.aspx,8,19344,2026-05-08
Mercedes-Benz,Clase C C 220 d Estate,2019,88399,194,Diésel,Manual,C,Usado,27900.0,Alicante,https://www.coches.net/mercedes-benz-clase-c-c-220-d-estate-5p-diesel-2018-en-alicante-70157751-covo.aspx,7,12628,2026-05-08
Hyundai,Kona 1.6 GDI HEV Tecno 2C DCT,2022,58061,141,Híbrido,Automática,ECO,Usado,19900.0,Valencia,https://www.coches.net/hyundai-kona-16-gdi-hev-tecno-2c-dct-5p-electrico-hibrido-2020-en-valencia-70160102-covo.aspx,4,14515,2026-05-08
Volkswagen,Multivan 1.5 eHybrid DSG 4M B.Corta,2025,18752,245,Híbrido Enchufable,Automática,0_EMISIONES,Usado,49900.0,Gipuzkoa,https://www.coches.net/volkswagen-multivan-15-ehybrid-130-kw-dsg-4m-bcorta-5p-electrico-hibrido-2025-en-guipuzcoa-70160300-covo.aspx,1,18752,2026-05-08
Audi,Q7 Black line plus 60 TFSIe quat tip,2023,52000,462,Híbrido Enchufable,Manual,0_EMISIONES,Usado,69999.0,Huesca,https://www.coches.net/audi-q7-black-line-plus-60-tfsie-340kw-quat-tip-5p-electrico-hibrido-2023-en-huesca-70160379-covo.aspx,3,17333,2026-05-08
Bmw,Serie 3 318d Auto.,2025,22245,150,Híbrido,Manual,ECO,Usado,41100.0,Cuenca,https://www.coches.net/bmw-serie-3-318d-auto-4p-electrico-hibrido-2025-en-cuenca-70160615-covo.aspx,1,22245,2026-05-08
Bmw,Serie 1 120,2025,24000,170,Híbrido,Manual,ECO,Usado,31898.0,Alicante,https://www.coches.net/bmw-serie-1-120-5p-electrico-hibrido-2025-en-alicante-70163210-covo.aspx,1,24000,2026-05-08
Bmw,Serie 3 318d,2019,154316,150,Diésel,Manual,C,Usado,19650.0,Alicante,https://www.coches.net/bmw-serie-3-318d-4p-diesel-2019-en-alicante-70163235-covo.aspx,7,22045,2026-05-08
Mercedes-Benz,Mercedes-AMG GT MercedesAMG GT 63 S E Performan 4MATIC,2022,48500,843,Híbrido Enchufable,Manual,0_EMISIONES,Usado,144999.0,Alicante,https://www.coches.net/mercedes-benz-mercedes-amg-gt-mercedesamg-gt-63-s-e-performan-4matic-5p-electrico-hibrido-2022-en-alicante-70163496-covo.aspx,4,12125,2026-05-08
Bmw,Serie 3 330e,2019,74500,292,Híbrido Enchufable,Manual,0_EMISIONES,Usado,32999.0,Alicante,https://www.coches.net/bmw-serie-3-330e-4p-electrico-hibrido-2020-en-alicante-70163929-covo.aspx,7,10643,2026-05-08
Citroen,C4 Hybrid 145 eDCS6 Plus,2025,6650,145,Híbrido,Manual,ECO,Usado,20900.0,Asturias,https://www.coches.net/citroen-c4-hybrid-145-edcs6-plus-5p-electrico-hibrido-2025-en-asturias-70164509-covo.aspx,1,6650,2026-05-08
Fiat,500 Dolcevita 1.0 Hybrid 70 CV,2023,78000,70,Híbrido,Manual,ECO,Usado,9990.0,Sta. C. Tenerife,https://www.coches.net/fiat-500-dolcevita-10-hybrid-51kw-70-cv-3p-electrico-hibrido-2022-en-sta-c-tenerife-70164518-covo.aspx,3,26000,2026-05-08
Ford,Tourneo Courier 1.0 Ecoboost Trend,2024,20000,125,Gasolina,Manual,C,Usado,22990.0,Sta. C. Tenerife,https://www.coches.net/ford-tourneo-courier-10-ecoboost-92kw-125cv-trend-5p-gasolina-2024-en-sta-c-tenerife-70164716-covo.aspx,2,10000,2026-05-08
Mercedes-Benz,GLC Coupé GLC 250 d 4MATIC,2018,127701,204,Diésel,Manual,C,Usado,35990.0,Alicante,https://www.coches.net/mercedes-benz-glc-coupe-glc-250-d-4matic-5p-diesel-2019-en-alicante-70164942-covo.aspx,8,15963,2026-05-08
Citroen,C4 Hybrid 145 eDCS6 Max,2025,1,145,Híbrido,Manual,ECO,Usado,24900.0,Asturias,https://www.coches.net/km-0/citroen/c4/asturias/hybrid-145-edcs6-max-electrico-hibrido-de-km0-70165266-kovn.aspx,1,1,2026-05-08
Volkswagen,T-Roc Edition 1.0 TSI,2022,84000,110,Gasolina,Manual,C,Usado,15990.0,Las Palmas,https://www.coches.net/volkswagen-t-roc-edition-10-tsi-81kw-110cv-5p-gasolina-2022-en-las-palmas-70170054-covo.aspx,4,21000,2026-05-08
Audi,Q7 Design 3.0 TDI ultra quattro tiptronic,2017,213000,218,Diésel,Automática,C,Usado,25970.0,Madrid,https://www.coches.net/audi-q7-design-30-tdi-ultra-quattro-tiptronic-5p-diesel-2018-en-madrid-70170353-covo.aspx,9,23667,2026-05-08
Volkswagen,Passat Variant Sport 2.0 TDI BMT DSG,2015,229000,150,Diésel,Automática,C,Usado,12990.0,Barcelona,https://www.coches.net/volkswagen-passat-variant-sport-20-tdi-150cv-bmt-dsg-5p-diesel-2016-en-barcelona-70172634-covo.aspx,11,20818,2026-05-08
Opel,Mokka X 1.4 T 4X2 Selective Auto,2019,67500,140,Gasolina,Manual,C,Usado,13990.0,Sta. C. Tenerife,https://www.coches.net/opel-mokka-x-14-t-103kw-4x2-selective-auto-5p-gasolina-2019-en-sta-c-tenerife-70172895-covo.aspx,7,9643,2026-05-08
Volvo,XC40 2.0 T4 RDesign Auto,2019,21900,190,Gasolina,Manual,C,Usado,29450.0,Navarra,https://www.coches.net/volvo-xc40-20-t4-rdesign-auto-5p-gasolina-2019-en-navarra-70173606-covo.aspx,7,3129,2026-05-08
Seat,León ST 2.0 TDI DSG6 StSp Style,2014,80000,150,Diésel,Automática,B,Usado,12990.0,Alicante,https://www.coches.net/seat-leon-st-20-tdi-150cv-dsg6-stsp-style-5p-diesel-2015-en-alicante-70175787-covo.aspx,12,6667,2026-05-08
Honda,HR-V 1.5 iMMD Advance 4x2,2025,8500,131,Híbrido,Manual,ECO,Usado,31900.0,Navarra,https://www.coches.net/honda-hr-v-15-immd-advance-4x2-5p-electrico-hibrido-2025-en-navarra-70176453-covo.aspx,1,8500,2026-05-08
Bmw,Serie 1 118d Business Auto.,2024,14592,150,Diésel,Manual,C,Usado,28000.0,Cuenca,https://www.coches.net/bmw-serie-1-118d-business-auto-5p-diesel-2024-en-cuenca-70176713-covo.aspx,2,7296,2026-05-08
Bmw,X2 sDrive20i,2025,6461,170,Híbrido,Manual,ECO,Usado,41900.0,Sta. C. Tenerife,https://www.coches.net/bmw-x2-sdrive20i-5p-electrico-hibrido-2026-en-sta-c-tenerife-70177486-covo.aspx,1,6461,2026-05-08
Bmw,Serie 3 320d Auto.,2025,22198,190,Híbrido,Manual,ECO,Usado,45900.0,Albacete,https://www.coches.net/bmw-serie-3-320d-auto-4p-electrico-hibrido-2025-en-albacete-70178005-covo.aspx,1,22198,2026-05-08
Kia,Stonic 1.0 TGDi MHEV MT Concept,2025,12021,100,Híbrido,Manual,ECO,Usado,18450.0,Sevilla,https://www.coches.net/kia-stonic-10-tgdi-74kw-100cv-mhev-mt-concept-5p-electrico-hibrido-2025-en-sevilla-70178011-covo.aspx,1,12021,2026-05-08
Bmw,Serie 2 220d Gran Coupe,2025,14367,163,Híbrido,Manual,ECO,Usado,36500.0,Ciudad Real,https://www.coches.net/bmw-serie-2-220d-gran-coupe-4p-electrico-hibrido-2025-en-ciudad-real-70178016-covo.aspx,1,14367,2026-05-08
Kia,XCeed 1.0 TGDi Drive,2024,42185,100,Gasolina,Manual,C,Usado,17900.0,Valencia,https://www.coches.net/kia-xceed-10-tgdi-drive-74kw-100cv-5p-gasolina-2025-en-valencia-70179254-covo.aspx,2,21092,2026-05-08
Nissan,QASHQAI DIGT mHEV 4x2 Acenta,2025,34900,140,Híbrido,Manual,ECO,Usado,24490.0,Valencia,https://www.coches.net/nissan-qashqai-digt-103kw-140cv-mhev-4x2-acenta-5p-electrico-hibrido-2024-en-valencia-70181733-covo.aspx,1,34900,2026-05-08
Bmw,Serie 1 116d,2022,30223,116,Diésel,Manual,C,Usado,19990.0,Alicante,https://www.coches.net/bmw-serie-1-116d-5p-diesel-2023-en-alicante-70181892-covo.aspx,4,7556,2026-05-08
Bmw,X2 sDrive18d,2025,13002,150,Diésel,Manual,C,Usado,41900.0,Ciudad Real,https://www.coches.net/bmw-x2-sdrive18d-5p-diesel-2025-en-ciudad-real-70182278-covo.aspx,1,13002,2026-05-08
Volvo,C30 2.0 D3 Momentum,2010,201000,150,Diésel,Manual,B,Usado,7900.0,Asturias,https://www.coches.net/volvo-c30-20-d3-momentum-3p-diesel-2011-en-asturias-70182425-covo.aspx,16,12562,2026-05-08
Audi,A1 Sportback Adrenalin 30 TFSI S tron,2023,55377,110,Gasolina,Manual,C,Usado,21990.0,Valencia,https://www.coches.net/audi-a1-sportback-adrenalin-30-tfsi-81kw-s-tron-5p-gasolina-2023-en-valencia-70185187-covo.aspx,3,18459,2026-05-08
Seat,León 1.6 TDI Reference,2018,134000,90,Diésel,Manual,C,Usado,13800.0,Murcia,https://www.coches.net/seat-leon-16-tdi-66kw-90cv-reference-5p-diesel-2018-en-murcia-70186311-covo.aspx,8,16750,2026-05-08
Audi,A3 Design 35 TDI S tronic Sedan,2019,150000,150,Diésel,Automática,C,Usado,21500.0,Granada,https://www.coches.net/audi-a3-design-35-tdi-110kw-s-tronic-sedan-4p-diesel-2019-en-granada-70186614-covo.aspx,7,21429,2026-05-08
Bmw,X4 xDrive20d,2020,165079,190,Diésel,Manual,C,Usado,32940.0,Alicante,https://www.coches.net/bmw-x4-xdrive20d-5p-diesel-2020-en-alicante-70187014-covo.aspx,6,27513,2026-05-08
Mercedes-Benz,Clase A A 180 d,2021,140000,116,Diésel,Manual,C,Usado,22500.0,Granada,https://www.coches.net/mercedes-benz-clase-a-a-180-d-5p-diesel-2022-en-granada-70187318-covo.aspx,5,28000,2026-05-08
Audi,A5 Avant ehybrid quattro Black Line,2025,7000,367,Híbrido Enchufable,Manual,0_EMISIONES,Usado,63900.0,Valencia,https://www.coches.net/audi-a5-avant-ehybrid-quattro-270kw-black-line-5p-electrico-hibrido-2025-en-valencia-70192848-covo.aspx,1,7000,2026-05-08
Ford,Kuga STLine 2.0 EcoBlue Auto,2024,99300,120,Diésel,Manual,C,Usado,20490.0,Valencia,https://www.coches.net/ford-kuga-stline-20-ecoblue-88kw-120cv-auto-5p-diesel-2023-en-valencia-70192875-covo.aspx,2,49650,2026-05-08
Bmw,X3 sDrive18d,2020,99900,150,Diésel,Manual,C,Usado,27490.0,Valencia,https://www.coches.net/bmw-x3-sdrive18d-5p-diesel-2020-en-valencia-70192876-covo.aspx,6,16650,2026-05-08
Bmw,Serie 1 118d,2023,99900,150,Diésel,Manual,C,Usado,26900.0,Valencia,https://www.coches.net/bmw-serie-1-118d-5p-diesel-2023-en-valencia-70192880-covo.aspx,3,33300,2026-05-08
Opel,Insignia 1.6CDTI SS eco Excellence,2016,83000,136,Diésel,Manual,C,Usado,10900.0,Zamora,https://www.coches.net/opel-insignia-16cdti-ss-eco-100kw-136cv-excellence-5p-diesel-2017-en-zamora-70193409-covo.aspx,10,8300,2026-05-08
Land Rover,Discovery Sport 2.0L TD4 4x4 SE 7plz,2015,198000,150,Diésel,Manual,C,Usado,14900.0,Asturias,https://www.coches.net/land-rover-discovery-sport-20l-td4-150cv-4x4-se-7plz-5p-diesel-2016-en-asturias-70194063-covo.aspx,11,18000,2026-05-08
Audi,SQ5 3.0 TDI quattro tiptro Competition,2016,163000,326,Diésel,Manual,C,Usado,20999.0,Murcia,https://www.coches.net/audi-sq5-30-tdi-326cv-quattro-tiptro-competition-5p-diesel-2016-en-murcia-70198060-covo.aspx,10,16300,2026-05-08
Hyundai,Bayon 1.2 MPI Maxx,2022,39204,84,Gasolina,Manual,C,Usado,13990.0,Sevilla,https://www.coches.net/hyundai-bayon-12-mpi-maxx-5p-gasolina-2021-en-sevilla-70201896-covo.aspx,4,9801,2026-05-08
Mini,COUNTRYMAN Cooper S E ALL4,2021,40753,220,Híbrido Enchufable,Manual,0_EMISIONES,Usado,25500.0,Sta. C. Tenerife,https://www.coches.net/mini-countryman-cooper-s-e-all4-5p-electrico-hibrido-2021-en-sta-c-tenerife-70201945-covo.aspx,5,8151,2026-05-08
