marca,modelo,año,kilometraje_km,potencia_cv,combustible,transmision,etiqueta_ambiental,tipo_venta,precio_eur,provincia,url,antiguedad,km_por_año,fecha_scraping
Toyota,Land Cruiser 90 3.0 TD GX,1998,263055,125,Diésel,Manual,Sin etiqueta,Usado,18990.0,Sta. C. Tenerife,https://www.coches.net/toyota-land-cruiser-90-30-td-gx-3p-diesel-1996-en-sta-c-tenerife-70398880-covo.aspx,28,9395,2026-05-08
Peugeot,208 BlueHDi Active,2022,99000,100,Diésel,Manual,C,Usado,9450.0,Madrid,https://www.coches.net/peugeot-208-bluehdi-73kw-100cv-active-5p-diesel-2021-en-madrid-70399233-covo.aspx,4,24750,2026-05-08
Renault,Mégane Zen Energy dCi,2017,160798,110,Diésel,Manual,C,Usado,13790.0,Madrid,https://www.coches.net/renault-megane-zen-energy-dci-81kw-110cv-5p-diesel-2017-en-madrid-70399254-covo.aspx,9,17866,2026-05-08
Kia,EV9 GTLine 998kWh AWD 7pl,2023,29484,385,Eléctrico,Automática,Sin etiqueta,Usado,52890.0,Madrid,https://www.coches.net/kia-ev9-gtline-998kwh-283kw-awd-7pl-5p-electrico-hibrido-2024-en-madrid-70399300-covo.aspx,3,9828,2026-05-08
Mercedes-Benz,GLB 2.0 GLB 220 D 4MATIC DCT,2022,88550,190,Diésel,Automática,C,Usado,34290.0,Madrid,https://www.coches.net/mercedes-benz-glb-20-glb-220-d-4matic-dct-140kw-190cv-5p-diesel-2022-en-madrid-70399329-covo.aspx,4,22138,2026-05-08
Dacia,Sandero Stepway Expression Go ECOG,2025,5700,101,Glp,Manual,Sin etiqueta,Usado,16390.0,Madrid,https://www.coches.net/dacia-sandero-stepway-expression-go-74kw-100cv-ecog-5p-otros-2024-en-madrid-70399347-covo.aspx,1,5700,2026-05-08
Nissan,QASHQAI DIGT mHEV Xtronic Acenta,2021,61000,158,Híbrido,Automática,ECO,Usado,22900.0,Valladolid,https://www.coches.net/nissan-qashqai-digt-116kw-158cv-mhev-xtronic-acenta-5p-electrico-hibrido-2021-en-valladolid-70400724-covo.aspx,5,12200,2026-05-08
Bmw,X2 sDrive18i,2021,18000,136,Gasolina,Manual,C,Usado,24990.0,Las Palmas,https://www.coches.net/bmw-x2-sdrive18i-5p-gasolina-2021-en-las-palmas-70400820-covo.aspx,5,3600,2026-05-08
Skoda,Kamiq 1.0 TSI DSG Ambition,2021,24000,110,Gasolina,Automática,C,Usado,18990.0,Las Palmas,https://www.coches.net/skoda-kamiq-10-tsi-81kw-110cv-dsg-ambition-5p-gasolina-2021-en-las-palmas-70400821-covo.aspx,5,4800,2026-05-08
Mercedes-Benz,CLA CLA 250 e,2023,66500,218,Híbrido Enchufable,Manual,0_EMISIONES,Usado,28990.0,Las Palmas,https://www.coches.net/mercedes-benz-cla-cla-250-e-4p-electrico-hibrido-2023-en-las-palmas-70400822-covo.aspx,3,22167,2026-05-08
Opel,Astra 1.2T SHL Edition,2022,34000,110,Gasolina,Manual,C,Usado,12990.0,Las Palmas,https://www.coches.net/opel-astra-12t-shl-81kw-110cv-edition-5p-gasolina-2021-en-las-palmas-70400838-covo.aspx,4,8500,2026-05-08
Mercedes-Benz,Clase E E 220 d Estate,2018,103000,194,Diésel,Manual,C,Usado,25900.0,Valladolid,https://www.coches.net/mercedes-benz-clase-e-e-220-d-estate-5p-diesel-2019-en-valladolid-70400962-covo.aspx,8,12875,2026-05-08
Lexus,NX 2.5 300h Business 2WD,2018,93500,197,Híbrido,Manual,ECO,Usado,22990.0,Las Palmas,https://www.coches.net/lexus-nx-25-300h-business-2wd-5p-electrico-hibrido-2018-en-las-palmas-70400977-covo.aspx,8,11688,2026-05-08
Citroen,C3 PureTech FEEL,2019,120000,82,Gasolina,Manual,C,Usado,6790.0,Las Palmas,https://www.coches.net/citroen-c3-puretech-60kw-82cv-feel-5p-gasolina-2018-en-las-palmas-70401137-covo.aspx,7,17143,2026-05-08
Kia,Sportage 1.6 MHEV Business 4x4,2021,73964,136,Híbrido,Manual,ECO,Usado,18990.0,Málaga,https://www.coches.net/kia-sportage-16-mhev-business-100kw-136cv-4x4-5p-electrico-hibrido-2021-en-malaga-70401304-covo.aspx,5,14793,2026-05-08
Ford,Puma 1.0 EcoBoost STLine X MHEV,2023,55647,125,Híbrido,Manual,ECO,Usado,18890.0,Málaga,https://www.coches.net/ford-puma-10-ecoboost-125cv-stline-x-mhev-5p-electrico-hibrido-2023-en-malaga-70401306-covo.aspx,3,18549,2026-05-08
Ds,DS 7 Crossback BlueHDi DE AT Bastille,2021,80000,130,Diésel,Automática,C,Usado,18050.0,Madrid,https://www.coches.net/ds-ds-7-crossback-bluehdi-de-96kw-130cv-at-bastille--5p-diesel-2021-en-madrid-70402115-covo.aspx,5,16000,2026-05-08
Peugeot,3008 1.5 BlueHDi SS Allure,2022,127000,130,Diésel,Manual,C,Usado,13750.0,Madrid,https://www.coches.net/peugeot-3008-15-bluehdi-96kw-130cv-ss-allure-5p-diesel-2021-en-madrid-70402116-covo.aspx,4,31750,2026-05-08
Nissan,LEAF 40kWh Acenta,2021,45000,150,Eléctrico,Automática,Sin etiqueta,Usado,12225.0,Madrid,https://www.coches.net/nissan-leaf-40kwh-acenta-5p-electrico-hibrido-2021-en-madrid-70402117-covo.aspx,5,9000,2026-05-08
Dacia,Lodgy Comfort 1.6 GLP 5Pl 18,2019,129000,102,Glp,Manual,Sin etiqueta,Usado,9950.0,Madrid,https://www.coches.net/dacia-lodgy-comfort-16-75kw-100cv-glp-5pl--18-5p-otros-2018-en-madrid-70402119-covo.aspx,7,18429,2026-05-08
Volvo,XC90 2.0 T8 AWD Recharge Inscription Exp Auto,2021,129000,390,Híbrido Enchufable,Manual,0_EMISIONES,Usado,34900.0,Almería,https://www.coches.net/volvo-xc90-20-t8-awd-recharge-inscription-exp-auto-5p-electrico-hibrido-2022-en-almeria-70402182-covo.aspx,5,25800,2026-05-08
Nissan,JUKE 1.6 Hybrid NConnecta,2023,124000,143,Híbrido,Manual,ECO,Usado,17950.0,Madrid,https://www.coches.net/nissan-juke-16-hybrid-105kw-145cv-nconnecta-5p-electrico-hibrido-2023-en-madrid-70402244-covo.aspx,3,41333,2026-05-08
Bmw,X1 xDrive25e,2021,108000,220,Híbrido Enchufable,Manual,0_EMISIONES,Usado,19950.0,Madrid,https://www.coches.net/bmw-x1-xdrive25e-5p-electrico-hibrido-2022-en-madrid-70402245-covo.aspx,5,21600,2026-05-08
Toyota,Corolla 1.8 125H BUSINESS ECVT TOU SPORT,2021,14000,122,Híbrido,Automática,ECO,Usado,24350.0,Madrid,https://www.coches.net/toyota-corolla-18-125h-business-ecvt-tou-sport-5p-electrico-hibrido-2022-en-madrid-70402246-covo.aspx,5,2800,2026-05-08
Volkswagen,Tiguan R 2.0 TSI 320 CV DSG 4Motion,2021,119500,320,Gasolina,Automática,C,Usado,41999.0,Alicante,https://www.coches.net/volkswagen-tiguan-r-20-tsi-235-kw-320-cv-dsg-4motion-5p-gasolina-2022-en-alicante-70403231-covo.aspx,5,23900,2026-05-08
Bmw,Serie 2 216dA DCT Gran Coupe,2021,84504,116,Diésel,Automática,C,Usado,24500.0,Cuenca,https://www.coches.net/bmw-serie-2-216da-dct-gran-coupe-4p-diesel-2021-en-cuenca-70404867-covo.aspx,5,16901,2026-05-08
Mercedes-Benz,Clase A A 45 AMG 4Matic,2014,179000,360,Gasolina,Manual,C,Usado,24900.0,A Coruña,https://www.coches.net/mercedes-benz-clase-a-a-45-amg-4matic-5p-gasolina-2015-en-a-coruna-70405140-covo.aspx,12,14917,2026-05-08
Skoda,Octavia Combi 2.0 TDI DSG RS,2021,164000,200,Diésel,Automática,C,Usado,25900.0,A Coruña,https://www.coches.net/skoda-octavia-combi-20-tdi-147kw-200cv-dsg-rs-5p-diesel-2021-en-a-coruna-70405202-covo.aspx,5,32800,2026-05-08
Mercedes-Benz,Clase A A 220 d 4MATIC,2017,196000,177,Diésel,Manual,C,Usado,18900.0,A Coruña,https://www.coches.net/mercedes-benz-clase-a-a-220-d-4matic-5p-diesel-2018-en-a-coruna-70405668-covo.aspx,9,21778,2026-05-08
Renault,Mégane Bose Energy dCi,2018,197000,110,Diésel,Manual,C,Usado,9470.0,Madrid,https://www.coches.net/renault-megane-bose-energy-dci-81kw-110cv-5p-diesel-2017-en-madrid-70405830-covo.aspx,8,24625,2026-05-08
Volkswagen,Golf Mas 1.5 TSI,2025,28712,115,Gasolina,Manual,C,Usado,23990.0,Madrid,https://www.coches.net/volkswagen-golf-mas-15-tsi-85kw-115cv-5p-gasolina-2025-en-madrid-70405865-covo.aspx,1,28712,2026-05-08
Mitsubishi,Colt 100T Motion,2025,11234,90,Gasolina,Manual,C,Usado,17500.0,Jaén,https://www.coches.net/mitsubishi-colt-100t-motion-5p-gasolina-2025-en-jaen-70405917-covo.aspx,1,11234,2026-05-08
Mercedes-Benz,Clase B B 200 CDI 4M Aut. AMG Line,2014,135000,136,Diésel,Manual,B,Usado,17900.0,A Coruña,https://www.coches.net/mercedes-benz-clase-b-b-200-cdi-4m-aut-amg-line-5p-diesel-2015-en-a-coruna-70405935-covo.aspx,12,11250,2026-05-08
Volkswagen,Golf 1.0 TSI Variant,2022,79073,110,Gasolina,Manual,C,Usado,18990.0,Cádiz,https://www.coches.net/volkswagen-golf-10-tsi-81kw-110cv-variant-5p-gasolina-2022-en-cadiz-70406336-covo.aspx,4,19768,2026-05-08
Skoda,Kamiq 1.0 TSI AMBITION,2024,19546,110,Gasolina,Manual,C,Usado,18990.0,Córdoba,https://www.coches.net/skoda-kamiq-10-tsi-81kw-110cv-ambition-5p-gasolina-2023-en-cordoba-70406394-covo.aspx,2,9773,2026-05-08
Skoda,Kamiq 1.0 TSI DSG MONTE CARLO,2025,8,115,Gasolina,Automática,C,Usado,28000.0,Córdoba,https://www.coches.net/skoda-kamiq-10-tsi-85kw-115cv-dsg-monte-carlo-5p-gasolina-2026-en-cordoba-70406481-covo.aspx,1,8,2026-05-08
Bmw,X2 sDrive18i,2021,95158,136,Gasolina,Manual,C,Usado,24490.0,Madrid,https://www.coches.net/bmw-x2-sdrive18i-5p-gasolina-2021-en-madrid-70406511-covo.aspx,5,19032,2026-05-08
Renault,Mégane S.T. Equilibre Blue dCi,2022,95439,115,Diésel,Manual,C,Usado,14990.0,Madrid,https://www.coches.net/renault-megane-st-equilibre-blue-dci-85-kw-115cv-5p-diesel-2022-en-madrid-70406536-covo.aspx,4,23860,2026-05-08
Skoda,Kodiaq 1.5 TSI DSG mHEV Selection,2025,24985,150,Híbrido,Automática,ECO,Usado,35690.0,Córdoba,https://www.coches.net/skoda-kodiaq-15-tsi-110kw-dsg-mhev-selection-5p-electrico-hibrido-2026-en-cordoba-70406564-covo.aspx,1,24985,2026-05-08
Volkswagen,Touran Advance 1.6 TDI DSG,2017,210000,115,Diésel,Automática,C,Usado,13900.0,A Coruña,https://www.coches.net/volkswagen-touran-advance-16-tdi-85kw-115cv-dsg-5p-diesel-2018-en-a-coruna-70406660-covo.aspx,9,23333,2026-05-08
Mini,COOPER E,2025,40,184,Eléctrico,Automática,Sin etiqueta,Usado,27750.0,Sta. C. Tenerife,https://www.coches.net/mini-cooper-e-3p-electrico-hibrido-2025-en-sta-c-tenerife-70406695-covo.aspx,1,40,2026-05-08
Citroen,C4 Spacetourer BlueHDi EAT8 Origins,2020,171000,130,Diésel,Manual,C,Usado,10900.0,A Coruña,https://www.coches.net/citroen-c4-spacetourer-bluehdi-96kw-130cv-eat8-origins-5p-diesel-2019-en-a-coruna-70407197-covo.aspx,6,28500,2026-05-08
Land Rover,Range Rover Velar 2.0 P250 SE 4WD Auto,2020,89371,250,Gasolina,Manual,C,Usado,32990.0,Valencia,https://www.coches.net/land-rover-range-rover-velar-20-p250-184kw-250cv-se-4wd-auto-5p-gasolina-2020-en-valencia-70407330-covo.aspx,6,14895,2026-05-08
Hyundai,Bayon 1.0 TGDI 48V Maxx,2021,63303,100,Híbrido,Manual,ECO,Usado,15850.0,Las Palmas,https://www.coches.net/hyundai-bayon-10-tgdi-74kw-100cv-48v-maxx-5p-electrico-hibrido-2021-en-las-palmas-70407332-covo.aspx,5,12661,2026-05-08
Mg,ZS 1.5 Luxury,2022,74325,106,Gasolina,Manual,C,Usado,14490.0,Madrid,https://www.coches.net/mg-zs-15-luxury-5p-gasolina-2022-en-madrid-70407461-covo.aspx,4,18581,2026-05-08
Peugeot,5008 GTLine BlueHDi SS EAT8,2020,82676,130,Diésel,Manual,C,Usado,20990.0,Madrid,https://www.coches.net/peugeot-5008-gtline-bluehdi-96kw-130cv-ss-eat8-5p-diesel-2020-en-madrid-70407476-covo.aspx,6,13779,2026-05-08
Jeep,Renegade 4xe 1.3 PHEV 140kW190CV Limited AT,2023,117756,190,Híbrido Enchufable,Manual,0_EMISIONES,Usado,15990.0,Castellón,https://www.coches.net/jeep-renegade-4xe-13-phev-140-kw190cv-limited-at-5p-electrico-hibrido-2023-en-castellon-70407621-covo.aspx,3,39252,2026-05-08
Bmw,Serie 1 116d,2022,42354,116,Diésel,Manual,C,Usado,20490.0,Madrid,https://www.coches.net/bmw-serie-1-116d-5p-diesel-2023-en-madrid-70407821-covo.aspx,4,10588,2026-05-08
Mercedes-Benz,Clase C C Coupe 250 d,2018,124741,204,Diésel,Manual,C,Usado,28700.0,Alicante,https://www.coches.net/mercedes-benz-clase-c-c-coupe-250-d-2p-diesel-2018-en-alicante-70407841-covo.aspx,8,15593,2026-05-08
Ford,Ranger 2.0 Ecoblue 4x4 Doble Cabina XL,2025,29898,170,Diésel,Manual,C,Usado,41490.0,Madrid,https://www.coches.net/ford-ranger-20-ecoblue-125kw-4x4-doble-cabina-xl-4p-diesel-2025-en-madrid-70408002-covo.aspx,1,29898,2026-05-08
Ds,DS 7 Crossback PureTech Auto. SO CHIC,2021,60127,131,Gasolina,Manual,C,Usado,20250.0,Madrid,https://www.coches.net/ds-ds-7-crossback-puretech-96kw-130cv-auto-so-chic-5p-gasolina-2021-en-madrid-70408144-covo.aspx,5,12025,2026-05-08
Ford,Focus 1.0 Ecoboost MHEV STLine Auto,2023,77115,125,Híbrido,Manual,ECO,Usado,17480.0,Madrid,https://www.coches.net/ford-focus-10-ecoboost-mhev-92kw-stline-auto-5p-electrico-hibrido-2023-en-madrid-70408153-covo.aspx,3,25705,2026-05-08
Bmw,Serie 1 118i,2023,53869,136,Gasolina,Manual,C,Usado,25490.0,Madrid,https://www.coches.net/bmw-serie-1-118i-5p-gasolina-2024-en-madrid-70408160-covo.aspx,3,17956,2026-05-08
Audi,A1 Active Kit 1.4 TDI Sportback,2018,75090,90,Diésel,Manual,C,Usado,14990.0,Madrid,https://www.coches.net/audi-a1-active-kit-14-tdi-66kw-90cv-sportback-5p-diesel-2018-en-madrid-70408161-covo.aspx,8,9386,2026-05-08
Ford,Focus 1.0 Ecoboost MHEV STLine Auto,2023,93814,125,Híbrido,Manual,ECO,Usado,16980.0,Madrid,https://www.coches.net/ford-focus-10-ecoboost-mhev-92kw-stline-auto-5p-electrico-hibrido-2022-en-madrid-70408163-covo.aspx,3,31271,2026-05-08
Ford,EcoSport 1.0T EcoBoost SS ST Line,2022,68267,125,Gasolina,Manual,C,Usado,14950.0,Madrid,https://www.coches.net/ford-ecosport-10t-ecoboost-92kw-125cv-ss-st-line-5p-gasolina-2022-en-madrid-70408180-covo.aspx,4,17067,2026-05-08
Land Rover,Discovery Sport 2.0D I4L.Flw 150 PS AWD MHEV Auto S,2020,46736,150,Híbrido,Manual,ECO,Usado,26950.0,Madrid,https://www.coches.net/land-rover-discovery-sport-20d-i4lflw-150-ps-awd-mhev-auto-s-5p-electrico-hibrido-2020-en-madrid-70408183-covo.aspx,6,7789,2026-05-08
Audi,A3 Sportback S line 35 TFSI S tronic,2023,15070,150,Híbrido,Automática,ECO,Usado,33900.0,Gipuzkoa,https://www.coches.net/audi-a3-sportback-s-line-35-tfsi-110kw-s-tronic-5p-electrico-hibrido-2024-en-guipuzcoa-70408624-covo.aspx,3,5023,2026-05-08
Kia,Ceed 1.4 TGDi Drive,2020,68000,140,Gasolina,Manual,C,Usado,14990.0,Alicante,https://www.coches.net/kia-ceed-14-tgdi-103kw-140cv-drive-5p-gasolina-2020-en-alicante-70408815-covo.aspx,6,11333,2026-05-08
Mercedes-Benz,Clase GLC GLC 220 d 4MATIC,2018,163000,170,Diésel,Manual,C,Usado,24990.0,Valencia,https://www.coches.net/mercedes-benz-clase-glc-glc-220-d-4matic-5p-diesel-2019-en-valencia-70408958-covo.aspx,8,20375,2026-05-08
Mercedes-Benz,Clase GLA GLA 220 CDI 4Matic AMG Line,2014,265000,170,Diésel,Manual,B,Usado,14990.0,Alicante,https://www.coches.net/mercedes-benz-clase-gla-gla-220-cdi-4matic-amg-line-5p-diesel-2015-en-alicante-70409099-covo.aspx,12,22083,2026-05-08
Audi,A1 Sportback 25 TFSI,2022,49000,95,Gasolina,Manual,C,Usado,17990.0,Sta. C. Tenerife,https://www.coches.net/audi-a1-sportback-25-tfsi-70kw-95cv-5p-gasolina-2022-en-sta-c-tenerife-70409211-covo.aspx,4,12250,2026-05-08
Peugeot,3008 Hybrid 225 eEAT8 Allure,2022,84000,225,Híbrido Enchufable,Manual,0_EMISIONES,Usado,16990.0,Las Palmas,https://www.coches.net/peugeot-3008-hybrid-225-eeat8-allure-5p-electrico-hibrido-2020-en-las-palmas-70409240-covo.aspx,4,21000,2026-05-08
Seat,Arona 1.0 TSI DSG Style XL Edition,2023,76500,110,Gasolina,Automática,C,Usado,15990.0,Las Palmas,https://www.coches.net/seat-arona-10-tsi-81kw-dsg-style-xl-edition-5p-gasolina-2023-en-las-palmas-70409242-covo.aspx,3,25500,2026-05-08
Porsche,911 Carrera 4S,2020,49000,450,Gasolina,Manual,C,Usado,133900.0,Pontevedra,https://www.coches.net/porsche-911-carrera-4s-2p-gasolina-2021-en-pontevedra-70409408-covo.aspx,6,8167,2026-05-08
Hyundai,Kona 1.6 GDI HEV Klass DCT,2021,88825,141,Híbrido,Automática,ECO,Usado,17650.0,Alicante,https://www.coches.net/hyundai-kona-16-gdi-hev-klass-dct-5p-electrico-hibrido-2020-en-alicante-70410139-covo.aspx,5,17765,2026-05-08
Volkswagen,Tiguan RLine 2.0 TDI DSG,2023,65000,150,Diésel,Automática,C,Usado,33990.0,Alicante,https://www.coches.net/volkswagen-tiguan-rline-20-tdi-110kw-150cv-dsg-5p-diesel-2023-en-alicante-70410141-covo.aspx,3,21667,2026-05-08
Bmw,Serie 2 Active Tourer 216d Business,2021,109000,116,Diésel,Manual,C,Usado,17900.0,Valladolid,https://www.coches.net/bmw-serie-2-active-tourer-216d-business-5p-diesel-2022-en-valladolid-70410794-covo.aspx,5,21800,2026-05-08
Bmw,Serie 5 520d Efficient Dynamics,2017,167380,190,Diésel,Manual,C,Usado,22900.0,Sta. C. Tenerife,https://www.coches.net/bmw-serie-5-520d-efficient-dynamics-4p-diesel-2017-en-sta-c-tenerife-70410939-covo.aspx,9,18598,2026-05-08
Mini,COOPER C,2025,26413,156,Gasolina,Manual,C,Usado,27900.0,Sta. C. Tenerife,https://www.coches.net/mini-cooper-c-5p-gasolina-2025-en-sta-c-tenerife-70410940-covo.aspx,1,26413,2026-05-08
Volvo,XC40 1.5 T3 Momentum Pro Auto,2021,33000,163,Gasolina,Manual,C,Usado,25990.0,Valencia,https://www.coches.net/volvo-xc40-15-t3-momentum-pro-auto-5p-gasolina-2022-en-valencia-70410996-covo.aspx,5,6600,2026-05-08
Audi,Q3 S line TFSI S tronic,2025,2637,150,Híbrido,Automática,ECO,Usado,51900.0,Jaén,https://www.coches.net/audi-q3-s-line-tfsi-110-kw-s-tronic-5p-electrico-hibrido-2026-en-jaen-70413504-covo.aspx,1,2637,2026-05-08
Opel,Insignia ST 1.6 CDTi ecoTEC D Business,2019,73250,110,Diésel,Manual,C,Usado,14890.0,Málaga,https://www.coches.net/opel-insignia-st-16-cdti-81kw-ecotec-d-business-5p-diesel-2018-en-malaga-70414249-covo.aspx,7,10464,2026-05-08
Mercedes-Benz,Clase S S 500,2002,109000,306,Gasolina,Manual,B,Usado,11990.0,Alicante,https://www.coches.net/mercedes-benz-clase-s-s-500-4p-gasolina-2002-en-alicante-70414516-covo.aspx,24,4542,2026-05-08
Porsche,911 GT3,2021,15607,510,Gasolina,Manual,C,Usado,215000.0,Murcia,https://www.coches.net/porsche-911-gt3-2p-gasolina-2022-en-murcia-70414518-covo.aspx,5,3121,2026-05-08
Nissan,QASHQAI DIGT NConnecta,2024,4600,140,Híbrido,Manual,ECO,Usado,24490.0,Toledo,https://www.coches.net/nissan-qashqai-digt-103kw-nconnecta-5p-electrico-hibrido-2024-en-toledo-70414662-covo.aspx,2,2300,2026-05-08
Lynk,& CO 01 1.5 PHEV 6.6kW,2023,51616,261,Híbrido Enchufable,Manual,0_EMISIONES,Usado,24900.0,Madrid,https://www.coches.net/lynk--co-01-15-phev-66kw-5p-electrico-hibrido-2022-en-madrid-70415134-covo.aspx,3,17205,2026-05-08
Hyundai,i10 1.0 Klass,2022,40006,67,Gasolina,Manual,C,Usado,12990.0,Las Palmas,https://www.coches.net/hyundai-i10-10-klass-5p-gasolina-2023-en-las-palmas-70415205-covo.aspx,4,10002,2026-05-08
Volkswagen,Polo Life 1.0 TSI,2022,63559,95,Gasolina,Manual,C,Usado,15890.0,Las Palmas,https://www.coches.net/volkswagen-polo-life-10-tsi-70kw-95cv-5p-gasolina-2022-en-las-palmas-70415378-covo.aspx,4,15890,2026-05-08
Land Rover,Range Rover 2.0 I4 PHEV 404 PS 4WD Auto Vogue,2020,71081,404,Híbrido Enchufable,Manual,0_EMISIONES,Usado,64900.0,Madrid,https://www.coches.net/land-rover-range-rover-20-i4-phev-404-ps-4wd-auto-vogue-5p-electrico-hibrido-2021-en-madrid-70415446-covo.aspx,6,11847,2026-05-08
Volvo,XC60 2.0 T6 AWD Recharge Core Auto,2025,24581,350,Híbrido Enchufable,Manual,0_EMISIONES,Usado,49900.0,Barcelona,https://www.coches.net/volvo-xc60-20-t6-awd-recharge-core-auto-5p-electrico-hibrido-2025-en-barcelona-70415462-covo.aspx,1,24581,2026-05-08
Mini,CLUBMAN COOPER D,2018,100000,150,Diésel,Manual,C,Usado,16900.0,Barcelona,https://www.coches.net/mini-clubman-cooper-d-5p-diesel-2018-en-barcelona-70415992-covo.aspx,8,12500,2026-05-08
Bmw,Serie 5 520e,2022,66837,204,Híbrido Enchufable,Manual,0_EMISIONES,Usado,32490.0,Madrid,https://www.coches.net/bmw-serie-5-520e-4p-electrico-hibrido-2022-en-madrid-70416150-covo.aspx,4,16709,2026-05-08
Maserati,Levante GT L4 HybridGasolina AWD,2022,59205,330,Híbrido,Manual,ECO,Usado,53590.0,Madrid,https://www.coches.net/maserati-levante-gt-l4-330cv-hybridgasolina-awd-5p-electrico-hibrido-2022-en-madrid-70416165-covo.aspx,4,14801,2026-05-08
Renault,Arkana Evolution TCe 103kW140CV EDC mild hybr,2024,31444,140,Híbrido,Manual,ECO,Usado,22900.0,Madrid,https://www.coches.net/renault-arkana-evolution-tce-103kw140cv-edc-mild-hybr-5p-electrico-hibrido-2024-en-madrid-70416174-covo.aspx,2,15722,2026-05-08
Kia,Sportage 1.6 TGDi PHEV Drive 4x4,2023,79083,265,Híbrido Enchufable,Manual,0_EMISIONES,Usado,27990.0,Madrid,https://www.coches.net/kia-sportage-16-tgdi-phev-198kw-265cv-drive-4x4-5p-electrico-hibrido-2023-en-madrid-70416245-covo.aspx,3,26361,2026-05-08
Audi,A5 sport 2.0 TDI S tronic Sportback,2018,58445,190,Diésel,Automática,C,Usado,28550.0,Madrid,https://www.coches.net/audi-a5-sport-20-tdi-140kw-s-tronic-sportback-5p-diesel-2018-en-madrid-70416246-covo.aspx,8,7306,2026-05-08
Audi,A4 Advanced edition 1.4 TFSI,2018,110410,150,Gasolina,Manual,C,Usado,18490.0,Madrid,https://www.coches.net/audi-a4-advanced-edition-14-tfsi-110kw-150cv-4p-gasolina-2018-en-madrid-70416253-covo.aspx,8,13801,2026-05-08
Ford,Focus 1.0 Ecoboost STLine RB,2018,140932,125,Gasolina,Manual,C,Usado,11990.0,Madrid,https://www.coches.net/ford-focus-10-ecoboost-92kw-stline-rb-5p-gasolina-2017-en-madrid-70416254-covo.aspx,8,17616,2026-05-08
Mazda,CX-5 2.0 GE 2WD Evolution,2022,88013,165,Gasolina,Manual,C,Usado,24890.0,Madrid,https://www.coches.net/mazda-cx-5-20-ge-121kw-165cv-2wd-evolution-5p-gasolina-2022-en-madrid-70416268-covo.aspx,4,22003,2026-05-08
Mazda,CX-5 2.0 G 2WD AT Zenith,2019,109254,165,Gasolina,Automática,C,Usado,22490.0,Madrid,https://www.coches.net/mazda-cx-5-20-g-121kw-165cv-2wd-at-zenith-5p-gasolina-2019-en-madrid-70416269-covo.aspx,7,15608,2026-05-08
Mercedes-Benz,CLA CLA 250 e,2022,95592,218,Híbrido Enchufable,Manual,0_EMISIONES,Usado,28590.0,Madrid,https://www.coches.net/mercedes-benz-cla-cla-250-e-4p-electrico-hibrido-2023-en-madrid-70416270-covo.aspx,4,23898,2026-05-08
Audi,A5 Sportback 2.0 TDI quattro,2014,124150,177,Diésel,Manual,B,Usado,16990.0,Madrid,https://www.coches.net/audi-a5-sportback-20-tdi-177cv-quattro-5p-diesel-2014-en-madrid-70416271-covo.aspx,12,10346,2026-05-08
Bmw,Serie 3 330e,2023,54934,292,Híbrido Enchufable,Manual,0_EMISIONES,Usado,41590.0,Madrid,https://www.coches.net/bmw-serie-3-330e-4p-electrico-hibrido-2023-en-madrid-70416276-covo.aspx,3,18311,2026-05-08
Land Rover,Range Rover Sport 3.0 SDV6 HSE,2017,133793,306,Diésel,Manual,C,Usado,27990.0,Madrid,https://www.coches.net/land-rover-range-rover-sport-30-sdv6-225kw-306cv-hse-5p-diesel-2017-en-madrid-70416301-covo.aspx,9,14866,2026-05-08
Seat,León ST 1.5 TGI SS Xcellence,2020,115918,130,,Manual,Sin etiqueta,Usado,11990.0,Madrid,https://www.coches.net/seat-leon-st-15-tgi-96kw-ss-xcellence-5p-otros-2020-en-madrid-70417506-covo.aspx,6,19320,2026-05-08
Land Rover,Defender 2.0 D240 SD4 110 Auto 4WD,2020,90000,240,Diésel,Manual,C,Usado,49990.0,Madrid,https://www.coches.net/land-rover-defender-20-d240-sd4-110-auto-4wd-5p-diesel-2020-en-madrid-70417508-covo.aspx,6,15000,2026-05-08
Volkswagen,T-Roc Style 1.5 TSI Cabrio,2021,119500,150,Gasolina,Manual,C,Usado,21990.0,Madrid,https://www.coches.net/volkswagen-t-roc-style-15-tsi-110kw-150cv-cabrio-2p-gasolina-2022-en-madrid-70417510-covo.aspx,5,23900,2026-05-08
Toyota,Corolla 1.8 125H ACTIVE TECH ECVT,2022,99900,122,Híbrido,Automática,ECO,Usado,17990.0,Madrid,https://www.coches.net/toyota-corolla-18-125h-active-tech-ecvt-5p-electrico-hibrido-2022-en-madrid-70417511-covo.aspx,4,24975,2026-05-08
Seat,Arona 1.0 TSI Style XL,2023,44758,110,Gasolina,Manual,C,Usado,16490.0,Las Palmas,https://www.coches.net/seat-arona-10-tsi-81kw-110cv-style-xl-5p-gasolina-2023-en-las-palmas-70417551-covo.aspx,3,14919,2026-05-08
Kia,Picanto 1.0 DPi Concept,2021,34365,67,Gasolina,Manual,C,Usado,12650.0,Las Palmas,https://www.coches.net/kia-picanto-10-dpi-49kw-67cv-concept-5p-gasolina-2022-en-las-palmas-70417616-covo.aspx,5,6873,2026-05-08
