marca,modelo,año,kilometraje_km,combustible,potencia_cv,transmision,precio_eur,tipo_venta,etiqueta_ambiental
Bmw,Bmw 640,2022,59922.0,Gasolina,235.0,Automática,45990,Usado,C
Audi,Audi A7,2023,31000.0,Diésel,200.0,Automática,45990,Usado,C
Volvo,Volvo Xc60,2026,7200.0,Diésel,140.0,Automática,45990,Usado,C
Land,Land Roverrangeroverevoque,2024,6000.0,Diésel,132.0,Automática,45990,Usado,C
Mercedes-Benz,Mercedes-Benz E350,2025,5000.0,Diésel,190.0,Automática,45990,Usado,C
Land,Land Roverrangeroverevoque,2025,10.0,Diésel,110.0,Automática,45990,Km 0,C
Land,Land Roverrangeroverevoque,2025,9913.0,Diésel,132.0,Manual,45986,Usado,C
Bmw,Bmw X4,2025,4259.0,Diésel,140.0,Automática,45980,Usado,C
Bmw,Bmw X5,2024,50000.0,Diésel,190.0,Automática,45950,Usado,C
Audi,Audi Q5,2024,9433.0,Diésel,140.0,Automática,45950,Usado,C
Porsche,Porsche Panamera,2020,167500.0,Diésel,184.0,Automática,45900,Usado,C
Porsche,Porsche 911,2014,126000.0,Gasolina,261.0,Manual,45900,Usado,C
Porsche,Porsche Panamera,2020,120000.0,Diésel,184.0,Automática,45900,Usado,C
Porsche,Porsche Cayenne,2020,84000.0,Diésel,180.0,Automática,45900,Usado,C
Bmw,Bmw X5,2023,79000.0,Diésel,190.0,Automática,45900,Usado,C
Bmw,Bmw X5,2023,69319.0,Diésel,190.0,Automática,45900,Usado,C
Porsche,Porsche Boxster,2019,64200.0,Gasolina,228.0,Manual,45900,Usado,C
Bmw,Bmw X5,2023,61501.0,Diésel,190.0,Automática,45900,Usado,C
Mercedes-Benz,Mercedes-Benz Cls350,2023,53000.0,Diésel,185.0,Automática,45900,Usado,C
Mercedes-Benz,Mercedes-Benz E350,2023,49700.0,Diésel,190.0,Automática,45900,Usado,C
Bmw,Bmw X5,2023,40000.0,Diésel,190.0,Automática,45900,Usado,C
Bmw,Bmw X5,2024,35353.0,Diésel,170.0,Automática,45900,Casi nuevo,C
Bmw,Bmw X4,2023,35000.0,Diésel,190.0,Automática,45900,Usado,C
Mercedes-Benz,Mercedes-Benz V220,2024,33000.0,Diésel,120.0,Automática,45900,Usado,C
Audi,Audi Q5,2025,30752.0,Diésel,140.0,Automática,45900,Usado,C
Volvo,Volvo V60,2022,28230.0,Híbrido,217.0,Automática,45900,Casi nuevo,ECO
Bmw,Bmw 530,2025,25474.0,Diésel,190.0,Automática,45900,Usado,C
Mercedes-Benz,Mercedes-Benz E220,2024,24256.0,Diésel,143.0,Automática,45900,Casi nuevo,C
Bmw,Bmw X4,2025,19949.0,Diésel,140.0,Automática,45900,Usado,C
Audi,Audi A4Allroad,2025,19800.0,Diésel,140.0,Automática,45900,Usado,C
Bmw,Bmw X4,2025,18000.0,Diésel,140.0,Automática,45900,Usado,C
Jaguar,Jaguar Xf,2024,17000.0,Diésel,220.0,Automática,45900,Usado,C
Land,Land Roverrangeroverevoque,2025,16500.0,Diésel,110.0,Automática,45900,Usado,C
Bmw,Bmw 520,2025,14925.0,Diésel,140.0,Automática,45900,Usado,C
Bmw,Bmw X4,2024,14000.0,Diésel,140.0,Automática,45900,Usado,C
Audi,Audi Q5,2025,12980.0,Diésel,140.0,Automática,45900,Usado,C
Bmw,Bmw 520,2025,12185.0,Diésel,140.0,Automática,45900,Demo,C
Audi,Audi Tt,2025,11910.0,Gasolina,169.0,Automática,45900,Usado,C
Audi,Audi Q5,2025,11010.0,Diésel,140.0,Automática,45900,Usado,C
Volvo,Volvo Xc60,2025,10400.0,Diésel,140.0,Automática,45900,Usado,C
Jeep,Jeep Grandcherokee,2024,9190.0,Diésel,184.0,Automática,45900,Usado,C
Jeep,Jeep Grandcherokee,2024,9190.0,Diésel,183.0,Automática,45900,Km 0,C
Jeep,Jeep Wrangler,2024,8600.0,Diésel,147.0,Automática,45900,Usado,C
Jeep,Jeep Grandcherokee,2024,7780.0,Diésel,183.0,Automática,45900,Km 0,C
Jeep,Jeep Grandcherokee,2024,7780.0,Diésel,184.0,Automática,45900,Usado,C
Mercedes-Benz,Mercedes-Benz Cls350,2025,6600.0,Diésel,190.0,Automática,45900,Usado,C
Audi,Audi A5,2025,6500.0,Diésel,140.0,Automática,45900,Usado,C
Volvo,Volvo Xc60,2025,6200.0,Diésel,140.0,Automática,45900,Demo,C
Bmw,Bmw X3,2026,5016.0,Diésel,140.0,Automática,45900,Demo,C
Audi,Audi A5,2026,4988.0,Gasolina,140.0,Automática,45900,Usado,C
Ford,Ford Mustang,2024,4784.0,Gasolina,233.0,Automática,45900,Usado,C
Bmw,Bmw 420,2026,4400.0,Diésel,140.0,Automática,45900,Usado,C
Bmw,Bmw 320,2026,4300.0,Diésel,140.0,Automática,45900,Usado,C
Bmw,Bmw 420,2026,4200.0,Diésel,140.0,Automática,45900,Usado,C
Bmw,Bmw 420,2026,4150.0,Diésel,140.0,Automática,45900,Usado,C
Bmw,Bmw X3,2025,2900.0,Diésel,140.0,Automática,45900,Demo,C
Audi,Audi Q5,2026,1500.0,Diésel,120.0,Automática,45900,Demo,C
Bmw,Bmw X4,2026,12.0,Diésel,140.0,Automática,45900,Km 0,C
Jaguar,Jaguar Xf,2026,10.0,Diésel,132.0,Automática,45900,Usado,C
Bmw,Bmw 420,2026,5.0,Diésel,140.0,Automática,45900,Usado,C
Bmw,Bmw X5,2023,65000.0,Diésel,190.0,Automática,45899,Usado,C
Porsche,Porsche 911,2013,57500.0,Gasolina,239.0,Automática,45800,Usado,C
Bmw,Bmw X4,2025,10860.0,Diésel,140.0,Automática,45800,Usado,C
Mercedes-Benz,Mercedes-Benz V220,2025,30000.0,Diésel,120.0,Automática,45780,Usado,C
Bmw,Bmw 420,2026,100.0,Diésel,140.0,Automática,45700,Demo,C
Audi,Audi A6,2025,21379.0,Diésel,140.0,Automática,45690,Usado,C
Mercedes-Benz,Mercedes-Benz V220,2025,21500.0,Diésel,120.0,Automática,45600,Usado,C
Bmw,Bmw 520,2025,13335.0,Diésel,140.0,Automática,45600,Usado,C
Bmw,Bmw 520,2025,4921.0,Diésel,135.0,Automática,45600,Usado,C
Bmw,Bmw X4,2025,527.0,Diésel,140.0,Automática,45600,Usado,C
Bmw,Bmw X1,2025,9500.0,Diésel,170.0,Automática,45595,Usado,C
Audi,Audi A4Allroad,2025,80.0,Diésel,140.0,Automática,45590,Usado,C
Audi,Audi A6,2026,15.0,Diésel,140.0,Automática,45590,Usado,C
Audi,Audi A8,2022,91500.0,Diésel,283.0,Automática,45500,Usado,C
Porsche,Porsche Macan,2022,84000.0,Diésel,190.0,Automática,45500,Usado,C
Mercedes-Benz,Mercedes-Benz Cls350,2023,63000.0,Diésel,195.0,Automática,45500,Usado,C
Porsche,Porsche Cayenne,2022,58000.0,Diésel,193.0,Automática,45500,Usado,C
Porsche,Porsche 911,2017,51000.0,Gasolina,239.0,Automática,45500,Usado,C
Bmw,Bmw 640,2021,47481.0,Diésel,230.0,Automática,45500,Usado,C
Land,Land Roverdefender,2016,30000.0,Diésel,90.0,Manual,45500,Usado,C
Mercedes-Benz,Mercedes-Benz E220,2025,27000.0,Diésel,143.0,Automática,45500,Usado,C
Bmw,Bmw 420,2025,17742.0,Diésel,140.0,Automática,45500,Usado,C
Audi,Audi A7,2022,15665.0,Gasolina,150.0,Automática,45500,Usado,C
Toyota,Toyota Landcruiser,2023,15400.0,Diésel,140.0,Automática,45500,Usado,C
Bmw,Bmw 520,2024,10000.0,Diésel,140.0,Automática,45500,Demo,C
Bmw,Bmw X4,2025,9919.0,Diésel,140.0,Automática,45500,Usado,C
Bmw,Bmw 420,2025,9722.0,Diésel,140.0,Automática,45500,Usado,C
Bmw,Bmw 420,2024,5831.0,Diésel,140.0,Manual,45500,Usado,C
Bmw,Bmw X3,2024,5000.0,Diésel,140.0,Automática,45500,Usado,C
Ford,Ford Mustang,2024,5000.0,Gasolina,425.0,Automática,45500,Usado,C
Bmw,Bmw 420,2025,4742.0,Diésel,140.0,Automática,45500,Usado,C
Jaguar,Jaguar Xf,2024,4000.0,Diésel,220.0,Automática,45500,Demo,C
Bmw,Bmw 420,2024,1881.0,Diésel,140.0,Manual,45500,Usado,C
Bmw,Bmw 420,2025,20.0,Diésel,140.0,Automática,45500,Usado,C
Jeep,Jeep Grandcherokee,2026,10.0,Diésel,183.0,Automática,45500,Km 0,C
Bmw,Bmw 520,2025,22515.0,Diésel,140.0,Automática,45490,Usado,C
Audi,Audi A5,2025,421.0,Diésel,140.0,Automática,45440,Usado,C
Mercedes-Benz,Mercedes-Benz V220,2024,47989.0,Diésel,120.0,Automática,45400,Usado,C
Audi,Audi A7,2024,6000.0,Diésel,160.0,Automática,45400,Usado,C
Bmw,Bmw X4,2025,4410.0,Diésel,141.0,Automática,45400,Km 0,C
Volvo,Volvo Xc60,2026,1004.0,Diésel,140.0,Automática,45400,Km 0,C
Volvo,Volvo Xc60,2026,1002.0,Diésel,140.0,Automática,45400,Km 0,C
Audi,Audi A5,2025,27972.0,Diésel,140.0,Automática,45300,Usado,C
Audi,Audi A5,2025,10633.0,Diésel,140.0,Automática,45300,Usado,C
Audi,Audi A6,2025,2999.0,Diésel,140.0,Manual,45300,Usado,C
Audi,Audi A6,2025,2999.0,Diésel,139.0,Manual,45300,Usado,C
Jaguar,Jaguar Xf,2024,16979.0,Diésel,220.0,Automática,45200,Usado,C
Bmw,Bmw X3,2025,2000.0,Diésel,140.0,Automática,45200,Usado,C
Audi,Audi Q5,2026,32.0,Diésel,140.0,Automática,45190,Km 0,C
Porsche,Porsche Panamera,2020,175413.0,Gasolina,368.0,Automática,45000,Usado,C
Toyota,Toyota Landcruiser,2012,150000.0,Diésel,96.0,Manual,45000,Usado,B
Land,Land Roverdefender,2016,140000.0,Diésel,90.0,Manual,45000,Usado,C
Toyota,Toyota Landcruiser,2013,140000.0,Diésel,122.0,Manual,45000,Usado,B
Bmw,Bmw X6,2019,120000.0,Híbrido,357.0,Automática,45000,Usado,ECO
Mercedes-Benz,Mercedes-Benz Ml350,2020,120000.0,Diésel,170.0,Automática,45000,Usado,C
Land,Land Roverrangeroversport,2022,118000.0,Diésel,190.0,Automática,45000,Usado,C
Audi,Audi A7,2023,110000.0,Diésel,200.0,Automática,45000,Usado,C
Bmw,Bmw 640,2020,106000.0,Gasolina,235.0,Automática,45000,Usado,C
Porsche,Porsche 911,2015,101000.0,Gasolina,239.0,Manual,45000,Usado,C
Porsche,Porsche 911,2013,99000.0,Gasolina,261.0,Manual,45000,Usado,C
Bmw,Bmw X6,2021,98000.0,Diésel,280.0,Automática,45000,Usado,C
Porsche,Porsche Cayenne,2022,98000.0,Diésel,180.0,Automática,45000,Usado,C
Porsche,Porsche Cayenne,2022,96000.0,Diésel,180.0,Automática,45000,Usado,C
Porsche,Porsche 911,2013,95000.0,Gasolina,261.0,Automática,45000,Usado,C
Porsche,Porsche Panamera,2020,88000.0,Diésel,184.0,Automática,45000,Usado,C
Bmw,Bmw X5,2023,82000.0,Diésel,157.0,Automática,45000,Usado,C
Porsche,Porsche 911,2013,78000.0,Gasolina,261.0,Automática,45000,Usado,C
Porsche,Porsche 911,2014,73000.0,Gasolina,235.0,Automática,45000,Usado,C
Mercedes-Benz,Mercedes-Benz Ml350,2022,55000.0,Diésel,190.0,Automática,45000,Usado,C
Bmw,Bmw 640,2019,48000.0,Gasolina,235.0,Automática,45000,Usado,C
Audi,Audi A6,2024,38000.0,Diésel,160.0,Automática,45000,Usado,C
Mercedes-Benz,Mercedes-Benz E220,2025,31400.0,Diésel,143.0,Automática,45000,Usado,C
Audi,Audi A5,2025,30999.0,Diésel,140.0,Automática,45000,Usado,C
Audi,Audi A5,2025,30999.0,Diésel,139.0,Automática,45000,Usado,C
Jeep,Jeep Grandcherokee,2025,30000.0,Diésel,184.0,Automática,45000,Usado,C
Ford,Ford Mustang,2025,25000.0,Gasolina,307.0,Automática,45000,Usado,C
Mercedes-Benz,Mercedes-Benz E220,2024,25000.0,Diésel,143.0,Automática,45000,Usado,C
Audi,Audi A5,2025,22850.0,Diésel,160.0,Automática,45000,Usado,C
Mercedes-Benz,Mercedes-Benz E220,2024,16800.0,Diésel,143.0,Manual,45000,Usado,C
Jeep,Jeep Wrangler,2023,15182.0,Diésel,147.0,Automática,45000,Usado,C
Mercedes-Benz,Mercedes-Benz C220,2025,14913.0,Diésel,125.0,Automática,45000,Demo,C
Volvo,Volvo Xc60,2025,14000.0,Diésel,140.0,Automática,45000,Casi nuevo,C
Mercedes-Benz,Mercedes-Benz 220,2025,12100.0,Diésel,125.0,Automática,45000,Usado,C
Audi,Audi Q5,2025,11000.0,Diésel,140.0,Automática,45000,Usado,C
Bmw,Bmw Z4,2024,8555.0,Gasolina,225.0,Manual,45000,Usado,C
Bmw,Bmw 420,2026,5137.0,Gasolina,135.0,Automática,45000,Usado,C
Audi,Audi Q5,2025,75.0,Diésel,140.0,Automática,45000,Usado,C
Audi,Audi Q5,2026,1.0,Diésel,120.0,Automática,45000,Usado,C
Porsche,Porsche Panamera,2020,145000.0,Diésel,184.0,Automática,44999,Usado,C
Audi,Audi A8,2017,115000.0,Gasolina,331.0,Automática,44999,Usado,C
Audi,Audi Q7,2021,37000.0,Diésel,180.0,Automática,44999,Usado,C
Mercedes-Benz,Mercedes-Benz E220,2024,36922.0,Diésel,143.0,Automática,44999,Usado,C
Ford,Ford Mustang,2025,1230.0,Gasolina,310.0,Automática,44999,Km 0,C
Ford,Ford Mustang,2025,700.0,Gasolina,308.0,Automática,44999,Usado,C
Land,Land Roverrangeroverevoque,2026,15.0,Diésel,110.0,Automática,44999,Km 0,C
Audi,Audi Q7,2024,46407.0,Diésel,200.0,Automática,44995,Usado,C
Audi,Audi A4,2026,14999.0,Diésel,110.0,Manual,44995,Usado,C
Porsche,Porsche Cayenne,2020,121000.0,Diésel,180.0,Automática,44990,Usado,C
Bmw,Bmw 640,2020,80000.0,Diésel,230.0,Automática,44990,Usado,C
Porsche,Porsche 911,2016,44220.0,Gasolina,239.0,Manual,44990,Usado,C
Land,Land Roverrangeroverevoque,2025,11450.0,Diésel,132.0,Automática,44990,Casi nuevo,C
Mercedes-Benz,Mercedes-Benz C220,2026,5300.0,Diésel,125.0,Automática,44990,Usado,C
Audi,Audi Q5,2026,1751.0,Diésel,120.0,Automática,44990,Usado,C
Volvo,Volvo Xc60,2026,1500.0,Diésel,162.0,Automática,44990,Usado,C
Bmw,Bmw 420,2026,55.0,Diésel,141.0,Automática,44990,Usado,C
Bmw,Bmw 420,2026,50.0,Diésel,141.0,Automática,44990,Usado,C
Porsche,Porsche Panamera,2019,146000.0,Diésel,184.0,Automática,44985,Usado,C
Bmw,Bmw 640,2022,99650.0,Diésel,230.0,Automática,44980,Usado,C
Jeep,Jeep Grandcherokee,2022,105000.0,Gasolina,344.0,Automática,44950,Usado,C
Audi,Audi A8,2022,75000.0,Diésel,190.0,Automática,44950,Usado,C
Mercedes-Benz,Mercedes-Benz C220,2025,11000.0,Diésel,126.0,Automática,44950,Usado,C
Porsche,Porsche Cayenne,2022,191760.0,Diésel,180.0,Automática,44900,Usado,C
Porsche,Porsche 911,2013,135000.0,Gasolina,239.0,Automática,44900,Usado,C
Porsche,Porsche Panamera,2020,129000.0,Diésel,184.0,Automática,44900,Usado,C
Porsche,Porsche 911,2014,99000.0,Gasolina,239.0,Manual,44900,Usado,C
Volvo,Volvo Xc90,2024,99000.0,Diésel,165.0,Automática,44900,Usado,C
Porsche,Porsche Cayenne,2020,98500.0,Diésel,180.0,Automática,44900,Usado,C
Porsche,Porsche Cayenne,2022,95000.0,Diésel,180.0,Automática,44900,Usado,C
Bentley,Bentley Continental,2014,90000.0,Gasolina,411.0,Automática,44900,Usado,C
Bmw,Bmw X6,2022,89900.0,Diésel,280.0,Automática,44900,Usado,C
Bentley,Bentley Continental,2013,86500.0,Gasolina,411.0,Automática,44900,Usado,C
Bmw,Bmw X6,2022,79000.0,Diésel,180.0,Automática,44900,Usado,C
Porsche,Porsche 911,2011,76000.0,Gasolina,235.0,Manual,44900,Usado,C
Land,Land Roverdiscovery,2023,71630.0,Diésel,140.0,Automática,44900,Usado,C
Bmw,Bmw X6,2020,64800.0,Diésel,180.0,Automática,44900,Usado,C
Mercedes-Benz,Mercedes-Benz Cls350,2020,63000.0,Diésel,195.0,Automática,44900,Usado,C
Audi,Audi Q7,2023,61290.0,Diésel,180.0,Automática,44900,Usado,C
Bmw,Bmw X6,2022,60000.0,Diésel,180.0,Automática,44900,Usado,C
Mercedes-Benz,Mercedes-Benz V220,2024,45177.0,Diésel,120.0,Automática,44900,Usado,C
Mercedes-Benz,Mercedes-Benz Ml350,2022,45000.0,Diésel,190.0,Automática,44900,Usado,C
Bmw,Bmw X4,2023,26000.0,Diésel,140.0,Automática,44900,Usado,C
Mercedes-Benz,Mercedes-Benz 220,2025,24000.0,Diésel,125.0,Automática,44900,Usado,C
Mercedes-Benz,Mercedes-Benz C220,2025,24000.0,Diésel,125.0,Automática,44900,Usado,C
Porsche,Porsche Boxster,2021,24000.0,Gasolina,195.0,Manual,44900,Usado,C
Bmw,Bmw X1,2024,23692.0,Diésel,140.0,Automática,44900,Usado,C
Audi,Audi Q5,2024,22000.0,Diésel,140.0,Automática,44900,Usado,C
Bmw,Bmw 330,2025,19500.0,Híbrido,185.0,Automática,44900,Usado,ECO
Bmw,Bmw X4,2025,19248.0,Diésel,140.0,Automática,44900,Usado,C
Bmw,Bmw 520,2025,16990.0,Diésel,140.0,Automática,44900,Demo,C
Bmw,Bmw 420,2025,16683.0,Diésel,140.0,Automática,44900,Usado,C
Audi,Audi A5,2025,15400.0,Diésel,140.0,Automática,44900,Usado,C
Bmw,Bmw 420,2025,14500.0,Diésel,140.0,Automática,44900,Usado,C
Mercedes-Benz,Mercedes-Benz E220,2024,13056.0,Diésel,125.0,Automática,44900,Usado,C
Bmw,Bmw X4,2022,12000.0,Diésel,190.0,Automática,44900,Usado,C
Bmw,Bmw 520,2026,11900.0,Diésel,140.0,Automática,44900,Demo,C
Bmw,Bmw 520,2025,10673.0,Diésel,140.0,Automática,44900,Demo,C
Bmw,Bmw X3,2025,10559.0,Diésel,140.0,Automática,44900,Demo,C
Bmw,Bmw X3,2025,9700.0,Diésel,140.0,Automática,44900,Usado,C
Bmw,Bmw 520,2025,9474.0,Diésel,140.0,Automática,44900,Usado,C
Bmw,Bmw Z4,2024,8500.0,Gasolina,225.0,Manual,44900,Usado,C
Bmw,Bmw 520,2025,8391.0,Diésel,140.0,Automática,44900,Usado,C
Jaguar,Jaguar Xf,2024,8000.0,Gasolina,250.0,Automática,44900,Demo,C
Jeep,Jeep Wrangler,2025,8000.0,Diésel,147.0,Automática,44900,Usado,C
Bmw,Bmw X4,2025,6654.0,Diésel,140.0,Automática,44900,Usado,C
Bmw,Bmw 420,2025,6317.0,Diésel,140.0,Automática,44900,Usado,C
Bmw,Bmw X4,2025,6293.0,Diésel,140.0,Automática,44900,Usado,C
Land,Land Roverrangeroverevoque,2024,6000.0,Diésel,132.0,Automática,44900,Usado,C
Bmw,Bmw 420,2024,5000.0,Diésel,140.0,Automática,44900,Demo,C
Audi,Audi A5,2025,4850.0,Diésel,140.0,Manual,44900,Usado,C
Bmw,Bmw 520,2026,4142.0,Diésel,140.0,Automática,44900,Km 0,C
Land,Land Roverrangeroverevoque,2026,3900.0,Diésel,110.0,Automática,44900,Casi nuevo,C
Mercedes-Benz,Mercedes-Benz C220,2026,3104.0,Diésel,125.0,Automática,44900,Demo,C
Mercedes-Benz,Mercedes-Benz V220,2026,3000.0,Diésel,120.0,Automática,44900,Casi nuevo,C
Volvo,Volvo Xc60,2026,800.0,Diésel,139.0,Automática,44900,Usado,C
Mercedes-Benz,Mercedes-Benz C220,2026,443.0,Diésel,125.0,Automática,44900,Km 0,C
Jeep,Jeep Wrangler,2026,16.0,Diésel,147.0,Automática,44900,Km 0,C
Audi,Audi A5,2026,10.0,Diésel,140.0,Automática,44900,Usado,C
Bmw,Bmw 420,2026,5.0,Diésel,139.0,Automática,44900,Km 0,C
Bmw,Bmw 420,2026,4.0,Diésel,140.0,Automática,44900,Usado,C
Bmw,Bmw X3,2026,1.0,Diésel,140.0,Automática,44900,Demo,C
Ford,Ford Mustang,2026,1.0,Gasolina,307.0,Automática,44900,Usado,C
Jeep,Jeep Grandcherokee,2025,1.0,Diésel,140.0,Automática,44900,Usado,C
Land,Land Roverdiscovery,2025,1.0,Diésel,110.0,Automática,44900,Km 0,C
Porsche,Porsche Cayenne,2020,109000.0,Diésel,180.0,Automática,44890,Usado,C
Ford,Ford Mustang,2025,2750.0,Gasolina,231.0,Automática,44888,Usado,C
Bmw,Bmw 520,2026,2200.0,Diésel,140.0,Automática,44880,Demo,C
Porsche,Porsche Boxster,2019,30000.0,Gasolina,228.0,Automática,44875,Usado,C
Mercedes-Benz,Mercedes-Benz C220,2026,1.0,Diésel,125.0,Automática,44873,Demo,C
Audi,Audi Q5,2025,61.0,Diésel,140.0,Automática,44850,Usado,C
Porsche,Porsche 911,2015,113042.0,Gasolina,261.0,Manual,44800,Usado,C
Bmw,Bmw 640,2021,93029.0,Diésel,230.0,Automática,44800,Casi nuevo,C
Porsche,Porsche 911,2012,49800.0,Gasolina,235.0,Automática,44800,Usado,C
Bmw,Bmw 520,2025,7264.0,Diésel,140.0,Automática,44800,Usado,C
Audi,Audi A4Allroad,2026,50.0,Diésel,140.0,Automática,44800,Usado,C
Audi,Audi A4Allroad,2026,30.0,Diésel,140.0,Automática,44800,Usado,C
Audi,Audi A4Allroad,2025,30.0,Diésel,140.0,Automática,44800,Usado,C
Bmw,Bmw 520,2025,5518.0,Diésel,140.0,Automática,44790,Usado,C
Bmw,Bmw X6,2021,138000.0,Diésel,225.0,Automática,44750,Usado,C
Audi,Audi A6,2026,12.0,Diésel,140.0,Automática,44750,Usado,C
Land,Land Roverrangeroversport,2022,115120.0,Diésel,190.0,Automática,44700,Usado,C
Land,Land Roverdiscovery,2024,29500.0,Diésel,132.0,Automática,44700,Usado,C
Audi,Audi A4Allroad,2025,3789.0,Diésel,120.0,Automática,44700,Usado,C
Bmw,Bmw X3,2025,100.0,Diésel,140.0,Automática,44700,Demo,C
Porsche,Porsche 911,2016,137316.0,Gasolina,261.0,Manual,44690,Usado,C
Porsche,Porsche Cayenne,2020,105300.0,Diésel,180.0,Automática,44690,Usado,C
Mercedes-Benz,Mercedes-Benz E350,2024,19800.0,Diésel,190.0,Automática,44600,Usado,C
Porsche,Porsche Boxster,2023,11000.0,Gasolina,222.0,Manual,44600,Usado,C
Land,Land Roverrangeroverevoque,2025,10500.0,Diésel,110.0,Automática,44600,Demo,C
Audi,Audi A5,2025,30.0,Diésel,160.0,Automática,44600,Usado,C
Audi,Audi Q5,2026,10.0,Diésel,140.0,Automática,44600,Usado,C
Porsche,Porsche Cayenne,2019,112000.0,Diésel,176.0,Automática,44500,Usado,C
Audi,Audi A5,2023,51525.0,Diésel,180.0,Automática,44500,Usado,C
Audi,Audi A4Allroad,2025,23200.0,Diésel,140.0,Automática,44500,Usado,C
Bmw,Bmw 420,2025,12911.0,Diésel,140.0,Automática,44500,Usado,C
Bmw,Bmw 520,2025,12790.0,Diésel,140.0,Automática,44500,Usado,C
Audi,Audi A5,2025,10877.0,Diésel,140.0,Automática,44500,Usado,C
Bmw,Bmw 520,2025,10838.0,Diésel,140.0,Automática,44500,Usado,C
Bmw,Bmw 420,2025,10550.0,Diésel,140.0,Automática,44500,Usado,C
Bmw,Bmw 520,2023,9859.0,Diésel,140.0,Automática,44500,Usado,C
Bmw,Bmw 420,2026,8000.0,Diésel,140.0,Automática,44500,Demo,C
Audi,Audi A5,2025,7890.0,Diésel,140.0,Automática,44500,Usado,C
Bmw,Bmw 520,2025,3900.0,Diésel,140.0,Automática,44500,Usado,C
Audi,Audi Q5,2025,3765.0,Diésel,140.0,Automática,44500,Usado,C
Audi,Audi Q5,2026,2786.0,Diésel,120.0,Automática,44500,Usado,C
Audi,Audi Q5,2026,2100.0,Diésel,140.0,Automática,44500,Usado,C
Volvo,Volvo Xc60,2025,2000.0,Diésel,140.0,Automática,44500,Usado,C
Audi,Audi A5,2025,387.0,Diésel,140.0,Automática,44500,Usado,C
Audi,Audi Q5,2026,86.0,Diésel,140.0,Automática,44500,Usado,C
Bmw,Bmw 420,2026,50.0,Diésel,140.0,Automática,44500,Usado,C
Audi,Audi A5,2025,10.0,Diésel,140.0,Automática,44500,Usado,C
Jeep,Jeep Wrangler,2025,10.0,Diésel,147.0,Automática,44500,Km 0,C
Volvo,Volvo Xc60,2026,10.0,Diésel,140.0,Automática,44500,Km 0,C
Audi,Audi A6,2025,5.0,Diésel,140.0,Automática,44500,Usado,C
Audi,Audi Q5,2026,5.0,Diésel,120.0,Automática,44500,Usado,C
Bmw,Bmw 520,2024,8700.0,Diésel,140.0,Automática,44499,Usado,C
Bmw,Bmw 420,2025,25.0,Diésel,141.0,Automática,44490,Usado,C
Mercedes-Benz,Mercedes-Benz E220,2024,20000.0,Diésel,143.0,Automática,44400,Usado,C
Bmw,Bmw 520,2025,13230.0,Diésel,140.0,Automática,44400,Usado,C
Bmw,Bmw X4,2025,12237.0,Diésel,140.0,Automática,44400,Usado,C
Bmw,Bmw 330,2024,2680.0,Diésel,190.0,Automática,44400,Usado,C
Audi,Audi Q5,2026,20.0,Diésel,120.0,Automática,44400,Usado,C
Mercedes-Benz,Mercedes-Benz V220,2024,49934.0,Diésel,120.0,Automática,44350,Usado,C
Audi,Audi Q5,2026,500.0,Diésel,140.0,Automática,44300,Usado,C
Bmw,Bmw 530,2021,11500.0,Diésel,190.0,Automática,44214,Usado,C
Land,Land Roverrangeroversport,2022,68000.0,Diésel,215.0,Automática,44200,Usado,C
Audi,Audi A5,2025,17064.0,Diésel,140.0,Automática,44200,Usado,C
Bmw,Bmw X3,2024,3710.0,Diésel,140.0,Automática,44200,Usado,C
Audi,Audi A6,2024,42000.0,Diésel,200.0,Automática,44100,Usado,C
Land,Land Roverrangeroverevoque,2025,15.0,Diésel,110.0,Automática,44039,Km 0,C
Porsche,Porsche Panamera,2019,147000.0,Diésel,184.0,Automática,44000,Usado,C
Porsche,Porsche Panamera,2017,147000.0,Gasolina,368.0,Automática,44000,Usado,C
Bmw,Bmw X6,2021,136982.0,Diésel,180.0,Automática,44000,Usado,C
Bmw,Bmw 640,2020,58000.0,Gasolina,235.0,Automática,44000,Usado,C
Bmw,Bmw X6,2021,57000.0,Diésel,180.0,Automática,44000,Usado,C
Mercedes-Benz,Mercedes-Benz C220,2025,39136.0,Diésel,125.0,Automática,44000,Casi nuevo,C
Mercedes-Benz,Mercedes-Benz E350,2023,31000.0,Diésel,190.0,Automática,44000,Usado,C
Bmw,Bmw X4,2024,27000.0,Diésel,140.0,Automática,44000,Usado,C
Mercedes-Benz,Mercedes-Benz E350,2023,22013.0,Diésel,190.0,Automática,44000,Casi nuevo,C
Volkswagen,Volkswagen Touareg,2024,21821.0,Diésel,193.0,Automática,44000,Usado,C
Bmw,Bmw X4,2024,14021.0,Diésel,140.0,Automática,44000,Usado,C
Land,Land Roverdiscovery,2025,11859.0,Diésel,110.0,Automática,44000,Demo,C
Audi,Audi A5,2025,20.0,Diésel,140.0,Automática,44000,Usado,C
Volkswagen,Volkswagen Golf,2026,10.0,Gasolina,228.0,Automática,44000,Usado,C
Bmw,Bmw X6,2021,109000.0,Diésel,280.0,Automática,43999,Usado,C
Bmw,Bmw X3,2023,44000.0,Diésel,140.0,Automática,43999,Usado,C
Mercedes-Benz,Mercedes-Benz C220,2025,34000.0,Diésel,125.0,Automática,43999,Usado,C
Audi,Audi A4,2026,14999.0,Diésel,110.0,Manual,43995,Usado,C
